data,Ibirapuera,Pinheiros,tmin,tmed,tmax,precipitacao
10/07/2018,1886.0,1945.0,11,13,15,0
11/07/2018,1997.0,2153.0,8,12.5,17,0
12/07/2018,1926.0,2102.0,8,13,18,0
13/07/2018,1252.0,1387.0,10,15,20,0
14/07/2018,1861.0,1971.0,11,18.5,26,0
15/07/2018,2328.0,2657.0,15,21.5,28,0
16/07/2018,2637.0,2907.0,14,21.5,29,0
17/07/2018,2616.0,2816.0,13,21,29,0
18/07/2018,2508.0,2773.0,14,21,28,0
19/07/2018,2318.0,2605.0,14,21.5,29,0
20/07/2018,1273.0,1356.0,15,22.5,30,0
21/07/2018,1542.0,1628.0,14,20.5,27,1.5
22/07/2018,2504.0,2729.0,15,18,21,0.88
23/07/2018,2579.0,2575.0,17,21.5,26,0.3
24/07/2018,2529.0,2602.0,15,19,23,0
25/07/2018,2492.0,2711.0,16,19.5,23,0
26/07/2018,2525.0,2717.0,16,21.5,27,0
27/07/2018,1569.0,1668.0,15,21,27,0
28/07/2018,2398.0,2659.0,13,21,29,0
29/07/2018,2381.0,2492.0,15,23,31,0.3
30/07/2018,1415.0,1809.0,17,21.5,26,8.03
31/07/2018,1594.0,1595.0,16,17.5,19,66.95
01/08/2018,2103.0,2426.0,13,16,19,6.03
02/08/2018,1173.0,1066.0,13,14.5,16,2
03/08/2018,1058.0,1113.0,15,16,17,111.5
04/08/2018,1265.0,1272.0,15,18,21,9.78
05/08/2018,1144.0,1380.0,16,18,20,5.7
06/08/2018,2364.0,2731.0,13,14.5,16,42.33
07/08/2018,2848.0,3009.0,14,16,18,0.93
08/08/2018,2606.0,2841.0,12,18,24,0
09/08/2018,2692.0,3011.0,16,21.5,27,20.68
10/08/2018,1410.0,1530.0,11,16,21,0
11/08/2018,1316.0,1363.0,11,16,21,0
12/08/2018,2527.0,2882.0,11,15.5,20,0
13/08/2018,3014.0,3392.0,11,15.5,20,0
14/08/2018,2813.0,2972.0,13,18.5,24,0
15/08/2018,2382.0,2591.0,13,16.5,20,4.23
16/08/2018,2528.0,2754.0,13,16,19,0.8
17/08/2018,1387.0,1563.0,16,17,18,1.73
18/08/2018,2627.0,2719.0,15,19,23,0
19/08/2018,3078.0,3573.0,14,19.5,25,0
20/08/2018,3345.0,3692.0,14,20,26,0
21/08/2018,3141.0,3305.0,14,20.5,27,0
22/08/2018,3159.0,3509.0,14,19,24,3.33
23/08/2018,3111.0,3373.0,14,21,28,0.4
24/08/2018,1190.0,1259.0,17,24,31,4.58
25/08/2018,892.0,966.0,17,19.5,22,25
26/08/2018,2524.0,2872.0,13,14,15,0
27/08/2018,3166.0,3516.0,11,14,17,0
28/08/2018,3471.0,3582.0,13,18,23,0
29/08/2018,3377.0,3728.0,13,19.5,26,0
30/08/2018,3256.0,3624.0,14,21,28,0
31/08/2018,1708.0,1678.0,15,22.5,30,0
01/09/2018,2694.0,2746.0,16,23.5,31,1.58
02/09/2018,2875.0,2961.0,20,26,32,0
03/09/2018,2510.0,2492.0,17,20,23,0.68
04/09/2018,2818.0,3100.0,13,16,19,0
05/09/2018,3150.0,3381.0,12,14.5,17,0
06/09/2018,2165.0,2406.0,10,15.5,21,0
07/09/2018,1474.0,1515.0,8,16.5,25,0
08/09/2018,2259.0,2277.0,12,19,26,0
09/09/2018,2890.0,3317.0,13,18,23,0
10/09/2018,3460.0,3620.0,12,18.5,25,0
11/09/2018,3291.0,3548.0,14,19,24,0
12/09/2018,3303.0,3530.0,16,20.5,25,0
13/09/2018,1533.0,1538.0,15,20,25,0
14/09/2018,1142.0,1152.0,18,22.5,27,44.53
15/09/2018,2256.0,2393.0,17,19,21,0.18
16/09/2018,1847.0,2454.0,16,18.5,21,0
17/09/2018,3585.0,3916.0,16,18.5,21,11.73
18/09/2018,3777.0,4197.0,19,22.5,26,0.03
19/09/2018,2860.0,2738.0,19,23.5,28,0.58
20/09/2018,3180.0,3396.0,21,24.5,28,47.85
21/09/2018,1875.0,1987.0,19,23,27,5.03
22/09/2018,2941.0,2962.0,18,21.5,25,0
23/09/2018,3353.0,3742.0,17,23,29,0
24/09/2018,3773.0,4112.0,19,26.5,34,0
25/09/2018,3484.0,3707.0,17,24,31,0
26/09/2018,3163.0,3293.0,17,23.5,30,1.28
27/09/2018,3061.0,3140.0,18,24.5,31,4.58
28/09/2018,1467.0,1778.0,19,22,25,0.75
29/09/2018,1943.0,2228.0,18,21.5,25,0
30/09/2018,2592.0,3088.0,20,22,24,17.4
01/10/2018,3668.0,3999.0,19,22.5,26,3.35
02/10/2018,3381.0,3277.0,18,23,28,1.58
03/10/2018,3534.0,3590.0,19,25.5,32,15.18
04/10/2018,3053.0,3241.0,19,21.5,24,0
05/10/2018,979.0,1021.0,15,17.5,20,0
06/10/2018,873.0,930.0,14,16,18,0.93
07/10/2018,2128.0,2455.0,15,17.5,20,3.58
08/10/2018,3311.0,3683.0,18,22,26,17.7
09/10/2018,2686.0,3116.0,16,21,26,6.78
10/10/2018,2398.0,2503.0,21,25.5,30,3.5
11/10/2018,1998.0,2159.0,19,20.5,22,0.05
12/10/2018,1371.0,1465.0,19,22.5,26,0
13/10/2018,1550.0,1754.0,19,25,31,19.73
14/10/2018,2103.0,2611.0,18,19.5,21,1
15/10/2018,3187.0,3538.0,17,20.5,24,10.78
16/10/2018,3188.0,3272.0,19,22.5,26,0
17/10/2018,3099.0,3283.0,20,24.5,29,15.75
18/10/2018,2809.0,2683.0,20,24,28,18.73
19/10/2018,1590.0,1679.0,16,19,22,3.63
20/10/2018,2105.0,2304.0,16,18.5,21,0
21/10/2018,3207.0,3489.0,14,18.5,23,0
22/10/2018,3662.0,3600.0,15,22.5,30,0
23/10/2018,1723.0,2281.0,18,24,30,0
24/10/2018,1872.0,2361.0,19,20,21,11.83
25/10/2018,2942.0,3194.0,18,19,20,4.75
26/10/2018,1180.0,1246.0,18,20.5,23,5
27/10/2018,1338.0,1447.0,19,21.5,24,1.35
28/10/2018,3158.0,3344.0,16,17.5,19,0
29/10/2018,3708.0,3836.0,14,17.5,21,0
30/10/2018,3197.0,2881.0,16,21,26,0
31/10/2018,3293.0,3691.0,19,25.5,32,12.9
01/11/2018,2304.0,2480.0,18,22,26,11
02/11/2018,1710.0,1863.0,17,20,23,0
03/11/2018,1623.0,1782.0,19,25,31,9
04/11/2018,3044.0,3262.0,19,21.5,24,0.08
05/11/2018,3488.0,3575.0,17,18.5,20,0.1
06/11/2018,3178.0,3312.0,15,19,23,4
07/11/2018,2898.0,3118.0,18,19.5,21,0.45
08/11/2018,3226.0,3387.0,17,19,21,0.73
09/11/2018,1366.0,1413.0,17,20,23,0
10/11/2018,2576.0,2805.0,17,22,27,0
11/11/2018,3311.0,3625.0,19,23.5,28,0
12/11/2018,3581.0,3870.0,19,24,29,0
13/11/2018,3444.0,3706.0,20,26,32,0
14/11/2018,1738.0,1889.0,22,28,34,0.63
15/11/2018,2117.0,2323.0,18,23,28,0.48
16/11/2018,1915.0,2085.0,19,22.5,26,0
17/11/2018,2097.0,2231.0,17,22.5,28,0
18/11/2018,549.0,585.0,20,25,30,10.93
19/11/2018,1696.0,1822.0,16,19.5,23,26.75
20/11/2018,3276.0,3875.0,17,19.5,22,0.05
21/11/2018,3753.0,4301.0,18,21.5,25,0
22/11/2018,3623.0,4085.0,17,22,27,3.08
23/11/2018,1408.0,1582.0,18,23,28,15.13
24/11/2018,1647.0,1772.0,21,23.5,26,23.4
25/11/2018,3526.0,4199.0,21,24.5,28,3.05
26/11/2018,3968.0,4616.0,18,21.5,25,0
27/11/2018,3986.0,4558.0,15,19,23,0
28/11/2018,3715.0,3873.0,18,22.5,27,0.2
29/11/2018,3399.0,3642.0,19,24.5,30,6
30/11/2018,1352.0,1531.0,18,24,30,23.65
01/12/2018,2579.0,2639.0,22,24.5,27,31.85
02/12/2018,3009.0,3723.0,19,21.5,24,0
03/12/2018,4142.0,4794.0,18,21,24,0
04/12/2018,3926.0,4484.0,16,22,28,0
05/12/2018,3912.0,4413.0,17,23.5,30,0
06/12/2018,3579.0,3947.0,19,23.5,28,0
07/12/2018,1463.0,1523.0,17,20.5,24,0.03
08/12/2018,2976.0,3270.0,16,19,22,0.1
09/12/2018,3825.0,4320.0,12,19.5,27,0
10/12/2018,4272.0,4537.0,14,21.5,29,0
11/12/2018,4082.0,4493.0,17,24,31,0
12/12/2018,3636.0,4069.0,21,26,31,1.5
13/12/2018,3885.0,4343.0,20,26.5,33,13.6
14/12/2018,1780.0,1975.0,22,28,34,0
15/12/2018,2324.0,2596.0,19,26,33,1.05
16/12/2018,3527.0,4110.0,20,26,32,1.23
17/12/2018,3494.0,4068.0,21,27,33,0.18
18/12/2018,3565.0,3891.0,22,27.5,33,18.1
19/12/2018,3688.0,4179.0,22,27.5,33,6.23
20/12/2018,3230.0,3650.0,21,27.5,34,0.08
21/12/2018,1577.0,1638.0,22,27,32,3.63
22/12/2018,1793.0,1862.0,22,27.5,33,16.9
23/12/2018,798.0,842.0,22,25,28,15.43
24/12/2018,823.0,856.0,21,23.5,26,7.6
25/12/2018,2257.0,2648.0,20,23,26,0.03
26/12/2018,2371.0,2732.0,19,23.5,28,0.03
27/12/2018,1943.0,2214.0,18,23,28,0
28/12/2018,1424.0,1617.0,19,24,29,3.33
29/12/2018,1992.0,2094.0,19,25,31,0
30/12/2018,896.0,964.0,20,25.5,31,0
31/12/2018,700.0,769.0,20,25.5,31,0
01/01/2019,1856.0,2294.0,21,26,31,2.43
02/01/2019,2137.0,2485.0,18,25,32,1.9
03/01/2019,1944.0,1801.0,23,28,33,0.88
04/01/2019,777.0,932.0,23,26.5,30,35.78
05/01/2019,2794.0,2919.0,22,24.5,27,31.9
06/01/2019,3097.0,3588.0,21,25,29,0.63
07/01/2019,3160.0,3365.0,22,27,32,0.08
08/01/2019,3389.0,3940.0,23,28,33,0.68
09/01/2019,3364.0,3766.0,22,28,34,0
10/01/2019,2960.0,3378.0,22,27.5,33,4.7
11/01/2019,2119.0,2384.0,22,27.5,33,45.1
12/01/2019,2892.0,3219.0,21,26.5,32,0
13/01/2019,3256.0,3698.0,20,26,32,1.08
14/01/2019,3855.0,4275.0,22,27.5,33,4.98
15/01/2019,3478.0,3924.0,22,27.5,33,0.73
16/01/2019,3246.0,3259.0,24,29,34,3.13
17/01/2019,3377.0,3911.0,24,29,34,1.43
18/01/2019,1966.0,2184.0,22,26.5,31,9.18
19/01/2019,2820.0,3154.0,22,27,32,0.43
20/01/2019,3352.0,3886.0,22,25.5,29,2.7
21/01/2019,3378.0,3806.0,22,27,32,0.1
22/01/2019,3594.0,4095.0,22,27.5,33,12.68
23/01/2019,3301.0,3899.0,22,27.5,33,2.13
24/01/2019,1659.0,1841.0,21,27,33,5.05
25/01/2019,1704.0,1898.0,21,25,29,26.15
26/01/2019,2994.0,3265.0,20,24.5,29,1.03
27/01/2019,3368.0,3997.0,20,26,32,10.6
28/01/2019,3814.0,4153.0,21,26.5,32,0
29/01/2019,3643.0,3999.0,23,28,33,0
30/01/2019,3757.0,4204.0,22,28,34,1.1
31/01/2019,3461.0,4155.0,23,28.5,34,0.53
01/02/2019,1870.0,2097.0,22,28,34,0
02/02/2019,2895.0,3165.0,23,29,35,0
03/02/2019,1845.0,2585.0,23,26.5,30,2.45
04/02/2019,3623.0,4013.0,20,22.5,25,17.9
05/02/2019,1162.0,1726.0,18,22,26,0
06/02/2019,3646.0,4125.0,20,22.5,25,31.68
07/02/2019,3624.0,4254.0,19,23,27,0
08/02/2019,2049.0,2307.0,19,23.5,28,0
09/02/2019,3123.0,3520.0,19,25,31,0
10/02/2019,3664.0,4272.0,20,26,32,0
11/02/2019,3330.0,3228.0,23,28,33,0
12/02/2019,2465.0,3096.0,24,28.5,33,39.95
13/02/2019,3739.0,4151.0,18,20,22,3.35
14/02/2019,2858.0,2946.0,19,22,25,0
15/02/2019,581.0,716.0,20,23,26,34.4
16/02/2019,2076.0,2302.0,22,22.5,23,14.48
17/02/2019,3596.0,4082.0,19,22.5,26,1.8
18/02/2019,4103.0,4188.0,21,24,27,0.05
19/02/2019,3715.0,3858.0,21,26,31,0
20/02/2019,3240.0,2955.0,21,26,31,7.75
21/02/2019,2820.0,1613.0,21,24.5,28,20.08
22/02/2019,821.0,1078.0,22,25,28,11.25
23/02/2019,1240.0,1646.0,23,27,31,4.68
24/02/2019,3003.0,3431.0,24,28.5,33,2.83
25/02/2019,1726.0,2538.0,24,28.5,33,4.63
26/02/2019,3411.0,3780.0,22,24.5,27,45.55
27/02/2019,1601.0,2092.0,21,23,25,1.38
28/02/2019,2423.0,2760.0,21,23.5,26,12.93
01/03/2019,578.0,735.0,21,24,27,3.23
02/03/2019,900.0,1425.0,21,24,27,4.23
03/03/2019,995.0,1065.0,21,25,29,6.1
04/03/2019,1341.0,1425.0,20,25,30,14.93
05/03/2019,1946.0,2033.0,21,26,31,3.8
06/03/2019,3061.0,3061.0,22,26.5,31,17.65
07/03/2019,3482.0,3873.0,22,27,32,27.88
08/03/2019,1235.0,1261.0,23,28,33,0.33
09/03/2019,1754.0,1983.0,23,27.5,32,3.75
10/03/2019,2637.0,2973.0,22,25,28,20.93
11/03/2019,3678.0,3602.0,21,23.5,26,19.28
12/03/2019,3732.0,4133.0,20,23.5,27,1.03
13/03/2019,3372.0,3357.0,22,26,30,3.73
14/03/2019,3234.0,3610.0,23,27.5,32,13.13
15/03/2019,1745.0,1840.0,22,24.5,27,5.95
16/03/2019,1993.0,2056.0,20,23,26,3.63
17/03/2019,3543.0,3816.0,22,24.5,27,21.18
18/03/2019,3558.0,3653.0,22,26,30,1.98
19/03/2019,3637.0,4101.0,23,27,31,4.25
20/03/2019,1975.0,2378.0,22,24,26,1.58
21/03/2019,3306.0,3861.0,20,21,22,4.28
22/03/2019,1929.0,2142.0,17,19.5,22,0
23/03/2019,2895.0,3092.0,15,21,27,0
24/03/2019,3602.0,4153.0,17,23.5,30,0
25/03/2019,3904.0,4458.0,18,24,30,0
26/03/2019,3897.0,4182.0,20,24,28,0
27/03/2019,3528.0,3926.0,19,22,25,4.33
28/03/2019,3611.0,4147.0,19,22,25,1.33
29/03/2019,1766.0,2015.0,18,22,26,0
30/03/2019,2760.0,3052.0,17,22.5,28,0
31/03/2019,3662.0,3992.0,17,23,29,0.03
01/04/2019,4164.0,4365.0,18,24,30,0
02/04/2019,3990.0,4339.0,19,24.5,30,0
03/04/2019,4122.0,4468.0,19,24,29,0
04/04/2019,3935.0,4239.0,17,23.5,30,0
05/04/2019,1378.0,1372.0,18,25,32,0.35
06/04/2019,1804.0,2035.0,19,24,29,7.88
07/04/2019,1264.0,1034.0,20,23.5,27,22.83
08/04/2019,1829.0,2020.0,19,21.5,24,28.48
09/04/2019,3330.0,3638.0,20,21.5,23,1.53
10/04/2019,3771.0,4182.0,18,21,24,0.08
11/04/2019,3701.0,3989.0,17,21,25,0
12/04/2019,1913.0,2202.0,19,23.5,28,0
13/04/2019,694.0,778.0,19,24.5,30,0
14/04/2019,3613.0,3972.0,21,22,23,27.45
15/04/2019,3744.0,3937.0,19,22,25,0
16/04/2019,3717.0,4136.0,20,22.5,25,2.28
17/04/2019,3777.0,4200.0,19,22,25,0.1
18/04/2019,2333.0,2507.0,17,22.5,28,0
19/04/2019,1890.0,2092.0,17,23,29,0
20/04/2019,1849.0,2080.0,16,22,28,0
21/04/2019,3578.0,3681.0,16,22.5,29,1.33
22/04/2019,3825.0,3848.0,19,24,29,0
23/04/2019,4022.0,4246.0,19,23,27,1.43
24/04/2019,3729.0,4113.0,19,23.5,28,0
25/04/2019,3570.0,4088.0,20,24.5,29,0.2
26/04/2019,1955.0,2228.0,19,23.5,28,0
27/04/2019,2386.0,2563.0,21,25,29,0
28/04/2019,3531.0,3880.0,22,25.5,29,30.08
29/04/2019,3866.0,4258.0,20,22.5,25,0.6
30/04/2019,3248.0,3475.0,18,21.5,25,0
01/05/2019,3812.0,4080.0,19,23,27,0.68
02/05/2019,3777.0,4151.0,18,23,28,0.01
03/05/2019,2035.0,2196.0,19,24,29,0
04/05/2019,2630.0,3048.0,20,25,30,0
05/05/2019,3618.0,4072.0,20,24.5,29,0.79
06/05/2019,3582.0,3610.0,21,25.5,30,0.32
07/05/2019,3681.0,3950.0,18,21.5,25,1.95
08/05/2019,3740.0,3918.0,17,19.5,22,0.01
09/05/2019,3753.0,3971.0,16,20.5,25,0.04
10/05/2019,1656.0,1813.0,18,22.5,27,0.77
11/05/2019,1493.0,1662.0,20,24,28,4.5
12/05/2019,3534.0,3883.0,21,24.5,28,3.07
13/05/2019,3707.0,3609.0,21,23,25,0.21
14/05/2019,3463.0,3722.0,19,22.5,26,2.02
15/05/2019,2703.0,2828.0,18,21.5,25,1.21
16/05/2019,1936.0,2594.0,16,18,20,11.68
17/05/2019,673.0,814.0,15,17,19,3.82
18/05/2019,1986.0,2225.0,17,19.5,22,33.18
19/05/2019,3456.0,3596.0,16,19.5,23,0.6
20/05/2019,3701.0,4024.0,16,20.5,25,0.06
21/05/2019,3795.0,3945.0,15,20.5,26,0
22/05/2019,3761.0,4007.0,15,21,27,0
23/05/2019,2427.0,2725.0,15,20.5,26,1.73
24/05/2019,1476.0,1659.0,14,16.5,19,3.31
25/05/2019,2288.0,2501.0,11,16,21,0
26/05/2019,3451.0,3713.0,13,16.5,20,0
27/05/2019,3877.0,4026.0,15,20.5,26,0
28/05/2019,3478.0,3697.0,17,22,27,0.11
29/05/2019,3407.0,3268.0,19,21.5,24,37.15
30/05/2019,3320.0,3550.0,19,23.5,28,9.26
31/05/2019,1031.0,1153.0,19,23,27,6.88
01/06/2019,414.0,432.0,19,22,25,10.23
02/06/2019,1399.0,1996.0,17,19,21,22.02
03/06/2019,3084.0,2964.0,16,17.5,19,15.82
04/06/2019,2460.0,2639.0,14,16,18,0
05/06/2019,3340.0,3427.0,11,15,19,0
06/06/2019,3295.0,3580.0,11,15.5,20,0
07/06/2019,1452.0,1476.0,14,18.5,23,0
08/06/2019,2023.0,2203.0,13,18,23,1.98
09/06/2019,3342.0,3407.0,12,17,22,0.24
10/06/2019,3519.0,3660.0,13,18,23,0
11/06/2019,3641.0,3781.0,13,19,25,0
12/06/2019,3667.0,3730.0,13,19.5,26,0
13/06/2019,3434.0,3518.0,16,21.5,27,0.58
14/06/2019,1677.0,1760.0,18,22.5,27,0
15/06/2019,2612.0,2611.0,16,21.5,27,0
16/06/2019,3441.0,3717.0,17,22,27,0
17/06/2019,3697.0,3764.0,17,22,27,0
18/06/2019,3618.0,3739.0,16,20.5,25,0
19/06/2019,2258.0,2271.0,16,20.5,25,0
20/06/2019,2033.0,2161.0,15,19,23,0
21/06/2019,1649.0,1660.0,15,18.5,22,0
22/06/2019,2408.0,2552.0,14,18.5,23,0
23/06/2019,3375.0,3660.0,15,20.5,26,0
24/06/2019,3730.0,3966.0,13,19,25,0
25/06/2019,3693.0,3963.0,17,22,27,0
26/06/2019,3568.0,3725.0,17,22.5,28,0
27/06/2019,3492.0,3751.0,18,22,26,1.91
28/06/2019,1729.0,1794.0,18,23,28,0
29/06/2019,2601.0,2733.0,19,24,29,0
30/06/2019,3483.0,3582.0,17,21.5,26,0
01/07/2019,3656.0,3848.0,16,21.5,27,0
02/07/2019,3470.0,3816.0,17,22,27,0
03/07/2019,631.0,630.0,15,21.5,28,0.01
04/07/2019,1283.0,1638.0,1,4,7,83.26
05/07/2019,1016.0,1058.0,12,13.5,15,35.9
06/07/2019,886.0,977.0,7,10.5,14,0
07/07/2019,1782.0,1860.0,7,11,15,0
08/07/2019,1930.0,2164.0,8,13.5,19,0
09/07/2019,2907.0,2971.0,10,15.5,21,0
10/07/2019,3100.0,3311.0,10,15.5,21,0
11/07/2019,2974.0,3119.0,10,15.5,21,0
12/07/2019,1630.0,1616.0,10,16.5,23,0
13/07/2019,2431.0,2491.0,12,18,24,0
14/07/2019,3077.0,3241.0,13,19,25,0
15/07/2019,2715.0,2733.0,15,19.5,24,1.87
16/07/2019,2724.0,2775.0,11,15.5,20,15.39
17/07/2019,3029.0,3074.0,9,12.5,16,0.06
18/07/2019,2853.0,3065.0,9,13.5,18,0
19/07/2019,1580.0,1655.0,11,16,21,0
20/07/2019,2383.0,2432.0,11,16.5,22,0.05
21/07/2019,3036.0,3192.0,11,16.5,22,0
22/07/2019,3516.0,3514.0,12,18.5,25,0.16
23/07/2019,3467.0,3538.0,15,21,27,0.91
24/07/2019,3318.0,3411.0,14,20.5,27,0
25/07/2019,3233.0,3378.0,15,20,25,0.66
26/07/2019,1937.0,1905.0,15,20.5,26,0
27/07/2019,2280.0,2261.0,12,19,26,0
28/07/2019,3266.0,3551.0,16,18.5,21,0
29/07/2019,3471.0,3381.0,14,19.5,25,0
30/07/2019,3634.0,3743.0,12,19,26,3.12
31/07/2019,3670.0,3904.0,11,18,25,0.14
01/08/2019,3283.0,3249.0,12,20,28,0
02/08/2019,737.0,816.0,15,22,29,1.57
03/08/2019,817.0,872.0,11,14,17,1.06
04/08/2019,2875.0,2929.0,9,11,13,4.28
05/08/2019,3580.0,3689.0,11,13.5,16,0.13
06/08/2019,3832.0,3855.0,12,17.5,23,0.01
07/08/2019,3838.0,4044.0,15,20,25,0.02
08/08/2019,3470.0,3910.0,14,20.5,27,0
09/08/2019,1715.0,1815.0,15,21,27,0
10/08/2019,1709.0,1798.0,15,22,29,0
11/08/2019,3697.0,3851.0,15,19,23,0
12/08/2019,3560.0,3362.0,15,22.5,30,0
13/08/2019,2666.0,2746.0,14,17.5,21,0
14/08/2019,3585.0,3856.0,11,14,17,0.03
15/08/2019,3500.0,3808.0,9,14,19,0
16/08/2019,1811.0,1890.0,10,17,24,0
17/08/2019,2603.0,2658.0,11,18.5,26,0
18/08/2019,2587.0,2451.0,13,21,29,0
19/08/2019,2906.0,3141.0,17,19.5,22,7.49
20/08/2019,3417.0,3476.0,14,15.5,17,0
21/08/2019,3445.0,3662.0,13,16,19,0
22/08/2019,3231.0,3468.0,13,15.5,18,0
23/08/2019,1219.0,1279.0,13,16,19,0.57
24/08/2019,1872.0,2017.0,13,16.5,20,0
25/08/2019,3530.0,3664.0,13,16,19,0
26/08/2019,3883.0,3912.0,12,18,24,1.01
27/08/2019,3704.0,3898.0,13,19,25,0.95
28/08/2019,3973.0,4102.0,14,19,24,0.28
29/08/2019,3836.0,3978.0,15,20,25,0.01
30/08/2019,1788.0,1708.0,15,22,29,0
31/08/2019,861.0,961.0,18,24.5,31,0.17
01/09/2019,2435.0,2664.0,16,22,28,96.47
02/09/2019,2992.0,2578.0,15,18.5,22,30.69
03/09/2019,3110.0,3107.0,15,20.5,26,2.24
04/09/2019,2466.0,2640.0,15,17,19,0.13
05/09/2019,3121.0,3043.0,14,15.5,17,1.79
06/09/2019,1747.0,1916.0,12,15.5,19,7.9
07/09/2019,2605.0,2761.0,15,21.5,28,1.62
08/09/2019,3636.0,4024.0,15,22.5,30,0
09/09/2019,4075.0,4273.0,15,22.5,30,0
10/09/2019,4022.0,4060.0,18,25,32,0
11/09/2019,4020.0,4081.0,18,26,34,0
12/09/2019,3406.0,3655.0,19,26.5,34,0
13/09/2019,1672.0,1775.0,17,19,21,0
14/09/2019,2566.0,2661.0,16,20.5,25,0
15/09/2019,3653.0,3891.0,17,24,31,0
16/09/2019,4183.0,4346.0,19,25.5,32,0
17/09/2019,3967.0,4246.0,20,27,34,0
18/09/2019,3896.0,3899.0,19,27,35,0
19/09/2019,3279.0,3611.0,17,24.5,32,3.42
20/09/2019,1364.0,1411.0,20,23,26,16.49
21/09/2019,1148.0,1228.0,17,18.5,20,3.19
22/09/2019,2898.0,2996.0,15,16,17,0
23/09/2019,3793.0,3792.0,12,14.5,17,0
24/09/2019,3255.0,3069.0,12,16.5,21,0.09
25/09/2019,3385.0,3482.0,14,17,20,8.19
26/09/2019,3407.0,3537.0,15,18,21,5.89
27/09/2019,1324.0,1335.0,15,18.5,22,0
28/09/2019,2533.0,2514.0,15,18,21,0
29/09/2019,3692.0,3697.0,14,17.5,21,0
30/09/2019,3955.0,4101.0,15,21,27,0
01/10/2019,3977.0,3994.0,16,23,30,0
02/10/2019,3996.0,3986.0,19,26,33,0
03/10/2019,3716.0,3813.0,17,22.5,28,0.01
04/10/2019,1605.0,1670.0,13,21.5,30,0
05/10/2019,2030.0,2127.0,17,25,33,0
06/10/2019,3299.0,2948.0,18,22,26,0
07/10/2019,3002.0,2515.0,17,19,21,2.06
08/10/2019,3122.0,3346.0,17,18.5,20,3.66
09/10/2019,3794.0,3917.0,16,18.5,21,8.16
10/10/2019,3572.0,3850.0,16,20.5,25,0.56
11/10/2019,1678.0,1848.0,17,24,31,0.32
12/10/2019,2201.0,2378.0,18,25,32,0
13/10/2019,3589.0,3551.0,20,27,34,0
14/10/2019,3728.0,3736.0,20,26.5,33,0
15/10/2019,3737.0,3672.0,19,23,27,0
16/10/2019,3768.0,3696.0,18,23,28,0
17/10/2019,3370.0,3320.0,19,24,29,0
18/10/2019,1532.0,1589.0,16,20,24,3.56
19/10/2019,1617.0,1728.0,18,23,28,0.11
20/10/2019,3227.0,3175.0,14,17.5,21,0
21/10/2019,3919.0,3867.0,14,18.5,23,7
22/10/2019,3849.0,3707.0,16,19.5,23,2
23/10/2019,3930.0,3745.0,15,19,23,1
24/10/2019,3736.0,3697.0,17,23,29,3
25/10/2019,1577.0,1617.0,17,23.5,30,2
26/10/2019,2411.0,2574.0,18,24,30,1
27/10/2019,3352.0,3519.0,17,25,33,2
28/10/2019,3976.0,3954.0,19,26,33,10
29/10/2019,3792.0,3862.0,20,25.5,31,6
30/10/2019,3807.0,3543.0,20,25.5,31,1
31/10/2019,3621.0,3573.0,20,27,34,1
01/11/2019,1731.0,1774.0,20,23,26,1
02/11/2019,2247.0,2262.0,19,24.5,30,2
03/11/2019,3581.0,3537.0,19,25.5,32,1
04/11/2019,3340.0,2171.0,20,27,34,0
05/11/2019,2993.0,3128.0,23,28.5,34,8
06/11/2019,3348.0,3229.0,18,20,22,18
07/11/2019,3238.0,3118.0,18,22.5,27,5
08/11/2019,1473.0,1587.0,19,22,25,8
09/11/2019,1655.0,1722.0,19,22,25,5
10/11/2019,3306.0,3283.0,20,22.5,25,17.58
11/11/2019,3715.0,3739.0,19,20.5,22,0.68
12/11/2019,3634.0,3466.0,18,21.5,25,2
13/11/2019,2508.0,2592.0,17,22.5,28,3
14/11/2019,604.0,713.0,19,22,25,11
15/11/2019,1515.0,1653.0,16,20,24,2
16/11/2019,2289.0,2424.0,16,20.5,25,0
17/11/2019,3231.0,3224.0,14,20,26,0
18/11/2019,3587.0,3387.0,15,20,25,0
19/11/2019,2236.0,2270.0,17,21.5,26,2
20/11/2019,3666.0,3556.0,18,22.5,27,3
21/11/2019,3330.0,3489.0,18,24,30,3
22/11/2019,1287.0,1403.0,18,24.5,31,10
23/11/2019,1462.0,1656.0,19,23.5,28,15
24/11/2019,3512.0,3506.0,15,18,21,5
25/11/2019,3807.0,3678.0,14,18.5,23,0
26/11/2019,3141.0,2337.0,14,22,30,0
27/11/2019,1915.0,2223.0,19,25,31,35
28/11/2019,3605.0,3622.0,16,19.5,23,32
29/11/2019,1542.0,1635.0,15,18,21,0
30/11/2019,1791.0,1933.0,16,21.5,27,0
01/12/2019,2806.0,2854.0,17,23.5,30,2
02/12/2019,3802.0,3548.0,15,18,21,5
03/12/2019,3481.0,3412.0,15,20.5,26,0
04/12/2019,3173.0,2842.0,16,22,28,3
05/12/2019,3045.0,3098.0,16,21.5,27,20
06/12/2019,1695.0,1670.0,17,19.5,22,26
07/12/2019,2242.0,2344.0,15,20.5,26,0
08/12/2019,3353.0,3059.0,15,22,29,0
09/12/2019,3014.0,2500.0,17,22.5,28,15
10/12/2019,2908.0,2093.0,18,22,26,15
11/12/2019,3507.0,3687.0,19,22,25,12
