estacao=Sao Paulo (IAG) (9000661)
municipio=São Paulo (3550308)
latitude=-23,65
longitude=-46,62
altitude=787,0m 

* variaveis calculadas pelo sistema 

data ; tMin ; tMin Estimada ; tMed ; tMed Estimada ; tMax ; tMax Estimada ; precipitacao ; precipitacao Estimada ; estiagem* ; estiagemAgricola* ; urMin ; urMin Estimada ; urMax ; urMax Estimada ; evapotranspiracaoPotencial ; radiacaoSolar ; velocidadeVento ; direcaoVento ; horarioVento ; pontoOrvalhoMinimo ; pontoOrvalhoMaximo ; pressaoAtmMinima ; pressaoAtmMaxima ; evapotranspiracaoReal* ; disponibilidadeAguaSolo*
30/03/2019;17,0;sim;22,5;sim;28,0;sim;0,0;sim;2;13;;não;;não;3,36;;;;;;;;;2,78;81,4
29/03/2019;18,0;sim;22,0;sim;26,0;sim;0,0;sim;1;12;;não;;não;2,61;;;;;;;;;2,23;84,18
28/03/2019;19,0;sim;22,0;sim;25,0;sim;1,33;sim;0;11;;não;;não;2,23;;;;;;;;;2,11;86,41
27/03/2019;19,0;sim;22,0;sim;25,0;sim;4,33;sim;0;10;;não;;não;2,23;;;;;;;;;2,23;87,19
26/03/2019;20,0;sim;24,0;sim;28,0;sim;0,0;sim;5;9;;não;;não;3,05;;;;;;;;;2,63;85,09
25/03/2019;18,0;sim;24,0;sim;30,0;sim;0,0;sim;4;8;;não;;não;4,01;;;;;;;;;3,59;87,72
24/03/2019;17,0;sim;23,5;sim;30,0;sim;0,0;sim;3;7;;não;;não;4,14;;;;;;;;;3,86;91,31
23/03/2019;15,0;sim;21,0;sim;27,0;sim;0,0;sim;2;6;;não;;não;3,29;;;;;;;;;3,18;95,17
22/03/2019;17,0;sim;19,5;sim;22,0;sim;0,0;sim;1;5;;não;;não;1,66;;;;;;;;;1,65;98,35
21/03/2019;20,0;sim;21,0;sim;22,0;sim;4,28;sim;0;4;;não;;não;1,44;;;;;;;;;1,44;100,0
20/03/2019;22,0;sim;24,0;sim;26,0;sim;1,58;sim;0;3;;não;;não;2,27;;;;;;;;;2,26;98,19
19/03/2019;23,0;sim;27,0;sim;31,0;sim;4,25;sim;0;2;;não;;não;3,8;;;;;;;;;3,8;98,87
18/03/2019;22,0;sim;26,0;sim;30,0;sim;1,98;sim;0;1;;não;;não;3,57;;;;;;;;;3,56;98,42
17/03/2019;22,0;sim;24,5;sim;27,0;sim;21,18;sim;0;0;;não;;não;2,58;;;;;;;;;2,58;100,0
16/03/2019;20,0;sim;23,0;sim;26,0;sim;3,63;sim;0;2;;não;;não;2,48;;;;;;;;;2,48;100,0
15/03/2019;22,0;sim;24,5;sim;27,0;sim;5,95;sim;0;1;;não;;não;2,59;;;;;;;;;2,59;100,0
14/03/2019;23,0;sim;27,5;sim;32,0;sim;13,13;sim;0;0;;não;;não;4,24;;;;;;;;;4,24;100,0
13/03/2019;22,0;sim;26,0;sim;30,0;sim;3,73;sim;0;2;;não;;não;3,61;;;;;;;;;3,61;98,36
12/03/2019;20,0;sim;23,5;sim;27,0;sim;1,03;sim;0;1;;não;;não;2,81;;;;;;;;;2,79;98,24
11/03/2019;21,0;sim;23,5;sim;26,0;sim;19,28;sim;0;0;;não;;não;2,41;;;;;;;;;2,41;100,0
10/03/2019;22,0;sim;25,0;sim;28,0;sim;20,93;sim;0;0;;não;;não;2,93;;;;;;;;;2,93;100,0
09/03/2019;23,0;sim;27,5;sim;32,0;sim;3,75;sim;0;2;;não;;não;4,28;;;;;;;;;4,26;95,11
08/03/2019;23,0;sim;28,0;sim;33,0;sim;0,33;sim;1;1;;não;;não;4,81;;;;;;;;;4,71;95,62
07/03/2019;22,0;sim;27,0;sim;32,0;sim;27,88;sim;0;0;;não;;não;4,6;;;;;;;;;4,6;100,0
06/03/2019;22,0;sim;26,5;sim;31,0;sim;17,65;sim;0;0;;não;;não;4,04;;;;;;;;;4,04;100,0
05/03/2019;21,0;sim;26,0;sim;31,0;sim;3,8;sim;0;1;;não;;não;4,18;;;;;;;;;4,18;99,62
04/03/2019;20,0;sim;25,0;sim;30,0;sim;14,93;sim;0;0;;não;;não;3,93;;;;;;;;;3,93;100,0
03/03/2019;21,0;sim;25,0;sim;29,0;sim;6,1;sim;0;3;;não;;não;3,44;;;;;;;;;3,44;100,0
02/03/2019;21,0;sim;24,0;sim;27,0;sim;4,23;sim;0;2;;não;;não;2,76;;;;;;;;;2,76;100,0
01/03/2019;21,0;sim;24,0;sim;27,0;sim;3,23;sim;0;1;;não;;não;2,77;;;;;;;;;2,77;100,0
28/02/2019;21,0;sim;23,5;sim;26,0;sim;12,93;sim;0;0;;não;;não;2,47;;;;;;;;;2,47;100,0
27/02/2019;21,0;sim;23,0;sim;25,0;sim;1,38;sim;0;1;81,0;não;;não;2,18;;;;;;;0,0;;2,18;99,2
26/02/2019;22,0;sim;24,5;sim;27,0;sim;45,55;sim;0;0;;não;;não;2,68;;;;;;;;;2,68;100,0
25/02/2019;24,0;sim;28,5;sim;33,0;sim;4,63;sim;0;3;;não;;não;4,71;;;;;;;;;4,71;98,06
24/02/2019;24,0;sim;28,5;sim;33,0;sim;2,83;sim;0;2;;não;;não;4,71;;;;;;;;;4,69;98,14
23/02/2019;23,0;sim;27,0;sim;31,0;sim;4,68;sim;0;1;;não;;não;4,0;;;;;;;;;4,0;100,0
22/02/2019;22,0;sim;25,0;sim;28,0;sim;11,25;sim;0;0;;não;;não;3,03;;;;;;;;;3,03;100,0
21/02/2019;21,0;sim;24,5;sim;28,0;sim;20,08;sim;0;0;;não;;não;3,15;;;;;;;;;3,15;100,0
20/02/2019;21,0;sim;26,0;sim;31,0;sim;7,75;sim;0;4;;não;;não;4,29;;;;;;;;;4,29;95,76
19/02/2019;21,0;sim;26,0;sim;31,0;sim;0,0;sim;2;3;;não;;não;4,3;;;;;;;;;4,06;92,3
18/02/2019;21,0;sim;24,0;sim;27,0;sim;0,05;sim;1;2;;não;;não;2,83;;;;;;;;;2,76;96,36
17/02/2019;19,0;sim;22,5;sim;26,0;sim;1,8;sim;0;1;;não;;não;2,73;;;;;;;;;2,73;99,07
16/02/2019;22,0;sim;22,5;sim;23,0;sim;14,48;sim;0;0;;não;;não;1,62;;;;;;;;;1,62;100,0
15/02/2019;20,0;sim;23,0;sim;26,0;sim;34,4;sim;0;0;;não;;não;2,63;;;;;;;;;2,63;100,0
14/02/2019;19,0;sim;22,0;sim;25,0;sim;0,0;sim;1;2;;não;;não;2,43;;;;;;;;;2,4;97,6
13/02/2019;18,0;sim;20,0;sim;22,0;sim;3,35;sim;0;1;;não;;não;1,71;;;;;;;;;1,71;100,0
12/02/2019;24,0;sim;28,5;sim;33,0;sim;39,95;sim;0;0;;não;;não;4,71;;;;;;;;;4,71;100,0
11/02/2019;23,0;sim;28,0;sim;33,0;sim;0,0;sim;5;5;;não;;não;4,81;;;;;;;;;4,0;81,22
10/02/2019;20,0;sim;26,0;sim;32,0;sim;0,0;sim;4;4;;não;;não;4,81;;;;;;;;;4,2;85,22
09/02/2019;19,0;sim;25,0;sim;31,0;sim;0,0;sim;3;3;;não;;não;4,6;;;;;;;;;4,21;89,42
08/02/2019;19,0;sim;23,5;sim;28,0;sim;0,0;sim;2;2;;não;;não;3,47;;;;;;;;;3,31;93,63
07/02/2019;19,0;sim;23,0;sim;27,0;sim;0,0;sim;1;1;;não;;não;3,11;;;;;;;;;3,06;96,94
06/02/2019;20,0;sim;22,5;sim;25,0;sim;31,68;sim;0;0;;não;;não;2,37;;;;;;;;;2,37;100,0
05/02/2019;18,0;sim;22,0;sim;26,0;sim;0,0;sim;1;1;;não;;não;2,9;;;;;;;;;2,56;87,0
04/02/2019;20,0;sim;22,5;sim;25,0;sim;17,9;sim;0;0;;não;;não;2,37;;;;;;;;;2,37;89,56
03/02/2019;23,0;sim;26,5;sim;30,0;sim;2,45;sim;0;7;;não;;não;3,75;;;;;;;;;3,42;74,03
02/02/2019;23,0;sim;29,0;sim;35,0;sim;0,0;sim;3;6;;não;;não;5,37;;;;;;;;;4,14;75,0
01/02/2019;22,0;sim;28,0;sim;34,0;sim;0,0;sim;2;5;;não;;não;5,2;;;;;;;;;4,22;79,14
31/01/2019;23,0;sim;28,5;sim;34,0;sim;0,53;sim;1;4;;não;;não;5,11;;;;;;;;;4,44;83,36
30/01/2019;22,0;sim;28,0;sim;34,0;sim;1,1;sim;0;3;;não;;não;5,2;;;;;;;;;4,75;87,27
29/01/2019;23,0;sim;28,0;sim;33,0;sim;0,0;sim;2;2;;não;;não;4,81;;;;;;;;;4,48;90,92
28/01/2019;21,0;sim;26,5;sim;32,0;sim;0,0;sim;1;1;;não;;não;4,71;;;;;;;;;4,6;95,4
27/01/2019;20,0;sim;26,0;sim;32,0;sim;10,6;sim;0;0;;não;;não;4,81;;;;;;;;;4,81;100,0
26/01/2019;20,0;sim;24,5;sim;29,0;sim;1,03;sim;0;1;;não;;não;3,79;;;;;;;;;3,75;97,28
25/01/2019;21,0;sim;25,0;sim;29,0;sim;26,15;sim;0;0;;não;;não;3,67;;;;;;;;;3,67;100,0
24/01/2019;21,0;sim;27,0;sim;33,0;sim;5,05;sim;0;2;;não;;não;5,01;;;;;;;;;5,01;85,7
23/01/2019;22,0;sim;27,5;sim;33,0;sim;2,13;sim;0;1;;não;;não;4,91;;;;;;;;;4,54;85,66
22/01/2019;22,0;sim;27,5;sim;33,0;sim;12,68;sim;0;0;;não;;não;4,91;;;;;;;;;4,91;88,07
21/01/2019;22,0;sim;27,0;sim;32,0;sim;0,1;sim;1;10;;não;;não;4,6;;;;;;;;;3,8;80,3
20/01/2019;22,0;sim;25,5;sim;29,0;sim;2,7;sim;0;9;;não;;não;3,56;;;;;;;;;3,42;84,0
19/01/2019;22,0;sim;27,0;sim;32,0;sim;0,43;sim;1;8;;não;;não;4,6;;;;;;;;;4,04;84,72
18/01/2019;22,0;sim;26,5;sim;31,0;sim;9,18;sim;0;7;;não;;não;4,38;;;;;;;;;4,38;88,33
17/01/2019;24,0;sim;29,0;sim;34,0;sim;1,43;sim;0;6;;não;;não;5,01;;;;;;;;;4,47;83,53
16/01/2019;24,0;sim;29,0;sim;34,0;sim;3,13;sim;0;5;;não;;não;5,01;;;;;;;;;4,77;86,57
15/01/2019;22,0;sim;27,5;sim;33,0;sim;0,73;sim;1;4;;não;;não;4,91;;;;;;;;;4,5;88,21
14/01/2019;22,0;sim;27,5;sim;33,0;sim;4,98;sim;0;3;;não;;não;4,91;;;;;;;;;4,91;91,98
13/01/2019;20,0;sim;26,0;sim;32,0;sim;1,08;sim;0;2;;não;;não;4,81;;;;;;;;;4,57;91,91
12/01/2019;21,0;sim;26,5;sim;32,0;sim;0,0;sim;1;1;;não;;não;4,71;;;;;;;;;4,6;95,4
11/01/2019;22,0;sim;27,5;sim;33,0;sim;45,1;sim;0;0;;não;;não;4,91;;;;;;;;;4,91;100,0
10/01/2019;22,0;sim;27,5;sim;33,0;sim;4,7;sim;0;5;;não;;não;4,91;;;;;;;;;4,88;84,22
09/01/2019;22,0;sim;28,0;sim;34,0;sim;0,0;sim;4;4;;não;;não;5,2;;;;;;;;;4,51;84,4
08/01/2019;23,0;sim;28,0;sim;33,0;sim;0,68;sim;3;3;;não;;não;4,81;;;;;;;;;4,42;88,91
07/01/2019;22,0;sim;27,0;sim;32,0;sim;0,08;sim;2;2;;não;;não;4,6;;;;;;;;;4,37;92,65
06/01/2019;21,0;sim;25,0;sim;29,0;sim;0,63;sim;1;1;;não;;não;3,74;;;;;;;;;3,69;96,94
05/01/2019;22,0;sim;24,5;sim;27,0;sim;31,9;sim;0;0;;não;;não;2,89;;;;;;;;;2,89;100,0
04/01/2019;23,0;sim;26,5;sim;30,0;sim;35,78;sim;0;0;;não;;não;3,88;;;;;;;;;3,88;100,0
03/01/2019;23,0;sim;28,0;sim;33,0;sim;0,88;sim;1;11;;não;;não;4,81;;;;;;;;;3,73;71,13
02/01/2019;18,0;sim;25,0;sim;32,0;sim;1,9;sim;0;10;;não;;não;5,01;;;;;;;;;4,24;73,98
01/01/2019;21,0;sim;26,0;sim;31,0;sim;2,43;sim;0;9;;não;;não;4,58;;;;;;;;;4,08;76,32
31/12/2018;20,0;sim;25,5;sim;31,0;sim;0,0;sim;3;8;;não;;não;4,73;;;;;;;;;3,78;77,97
30/12/2018;20,0;sim;25,5;sim;31,0;sim;0,0;sim;2;7;;não;;não;4,74;;;;;;;;;3,97;81,75
29/12/2018;19,0;sim;25,0;sim;31,0;sim;0,0;sim;1;6;;não;;não;4,6;;;;;;;;;4,03;85,72
28/12/2018;19,0;sim;24,0;sim;29,0;sim;3,33;sim;0;5;;não;;não;4,02;;;;;;;;;3,96;89,75
27/12/2018;18,0;sim;23,0;sim;28,0;sim;0,0;sim;3;4;;não;;não;3,76;;;;;;;;;3,46;90,38
26/12/2018;19,0;sim;23,5;sim;28,0;sim;0,03;sim;2;3;;não;;não;3,63;;;;;;;;;3,47;93,84
25/12/2018;20,0;sim;23,0;sim;26,0;sim;0,03;sim;1;2;;não;;não;2,79;;;;;;;;;2,75;97,28
24/12/2018;21,0;sim;23,5;sim;26,0;sim;7,6;sim;0;1;;não;;não;2,68;;;;;;;;;2,68;100,0
23/12/2018;22,0;sim;25,0;sim;28,0;sim;15,43;sim;0;0;;não;;não;3,26;;;;;;;;;3,26;98,29
22/12/2018;22,0;sim;27,5;sim;33,0;sim;16,9;sim;0;0;;não;;não;4,91;;;;;;;;;4,91;86,12
21/12/2018;22,0;sim;27,0;sim;32,0;sim;3,63;sim;0;3;;não;;não;4,6;;;;;;;;;4,36;74,13
20/12/2018;21,0;sim;27,5;sim;34,0;sim;0,08;sim;1;2;;não;;não;5,29;;;;;;;;;4,08;74,86
19/12/2018;22,0;sim;27,5;sim;33,0;sim;6,23;sim;0;1;;não;;não;4,91;;;;;;;;;4,91;78,86
18/12/2018;22,0;sim;27,5;sim;33,0;sim;18,1;sim;0;0;;não;;não;4,91;;;;;;;;;4,91;77,54
17/12/2018;21,0;sim;27,0;sim;33,0;sim;0,18;sim;1;4;;não;;não;5,01;;;;;;;;;3,37;64,35
16/12/2018;20,0;sim;26,0;sim;32,0;sim;1,23;sim;0;3;;não;;não;4,81;;;;;;;;;3,69;67,54
15/12/2018;19,0;sim;26,0;sim;33,0;sim;1,05;sim;0;2;;não;;não;5,2;;;;;;;;;4,01;70,0
14/12/2018;22,0;sim;28,0;sim;34,0;sim;0,0;sim;1;1;;não;;não;5,2;;;;;;;;;3,9;72,96
13/12/2018;20,0;sim;26,5;sim;33,0;sim;13,6;sim;0;0;;não;;não;5,11;;;;;;;;;5,11;76,86
12/12/2018;21,0;sim;26,0;sim;31,0;sim;1,5;sim;0;11;;não;;não;4,59;;;;;;;;;3,64;68,37
11/12/2018;17,0;sim;24,0;sim;31,0;sim;0,0;sim;10;10;;não;;não;4,81;;;;;;;;;3,48;70,51
10/12/2018;14,0;sim;21,5;sim;29,0;sim;0,0;sim;9;9;;não;;não;4,73;;;;;;;;;3,58;73,99
09/12/2018;12,0;sim;19,5;sim;27,0;sim;0,0;sim;8;8;;não;;não;4,15;;;;;;;;;3,29;77,57
08/12/2018;16,0;sim;19,0;sim;22,0;sim;0,1;sim;7;7;;não;;não;1,98;;;;;;;;;1,63;80,86
07/12/2018;17,0;sim;20,5;sim;24,0;sim;0,03;sim;6;6;;não;;não;2,46;;;;;;;;;2,06;82,39
06/12/2018;19,0;sim;23,5;sim;28,0;sim;0,0;sim;5;5;;não;;não;3,61;;;;;;;;;3,1;84,42
05/12/2018;17,0;sim;23,5;sim;30,0;sim;0,0;sim;4;4;;não;;não;4,72;;;;;;;;;4,23;87,52
04/12/2018;16,0;sim;22,0;sim;28,0;sim;0,0;sim;3;3;;não;;não;4,01;;;;;;;;;3,75;91,75
03/12/2018;18,0;sim;21,0;sim;24,0;sim;0,0;sim;2;2;;não;;não;2,35;;;;;;;;;2,28;95,5
02/12/2018;19,0;sim;21,5;sim;24,0;sim;0,0;sim;1;1;;não;;não;2,25;;;;;;;;;2,22;97,78
01/12/2018;22,0;sim;24,5;sim;27,0;sim;31,85;sim;0;0;;não;;não;2,88;;;;;;;;;2,88;100,0
30/11/2018;18,0;sim;24,0;sim;30,0;sim;23,65;sim;0;0;;não;;não;4,56;;;;;;;;;4,56;100,0
29/11/2018;19,0;sim;24,5;sim;30,0;sim;6,0;sim;0;5;;não;;não;4,41;;;;;;;;;4,41;93,52
28/11/2018;18,0;sim;22,5;sim;27,0;sim;0,2;sim;3;4;;não;;não;3,34;;;;;;;;;3,14;91,93
27/11/2018;15,0;sim;19,0;sim;23,0;sim;0,0;sim;2;3;;não;;não;2,34;;;;;;;;;2,24;94,87
26/11/2018;18,0;sim;21,5;sim;25,0;sim;0,0;sim;1;2;;não;;não;2,65;;;;;;;;;2,61;97,11
25/11/2018;21,0;sim;24,5;sim;28,0;sim;3,05;sim;0;1;;não;;não;3,33;;;;;;;;;3,33;99,72
24/11/2018;21,0;sim;23,5;sim;26,0;sim;23,4;sim;0;0;;não;;não;2,64;;;;;;;;;2,64;100,0
23/11/2018;18,0;sim;23,0;sim;28,0;sim;15,13;sim;0;0;;não;;não;3,7;;;;;;;;;3,7;100,0
22/11/2018;17,0;sim;22,0;sim;27,0;sim;3,08;sim;0;3;;não;;não;3,44;;;;;;;;;3,43;95,31
21/11/2018;18,0;sim;21,5;sim;25,0;sim;0,0;sim;2;2;;não;;não;2,63;;;;;;;;;2,55;95,66
20/11/2018;17,0;sim;19,5;sim;22,0;sim;0,05;sim;1;1;;não;;não;1,86;;;;;;;;;1,84;98,21
19/11/2018;16,0;sim;19,5;sim;23,0;sim;26,75;sim;0;0;;não;;não;2,22;;;;;;;;;2,22;100,0
18/11/2018;20,0;sim;25,0;sim;30,0;sim;10,93;sim;0;0;;não;;não;4,21;;;;;;;;;4,21;76,77
17/11/2018;17,0;sim;22,5;sim;28,0;sim;0,0;sim;11;16;;não;;não;3,81;;;;;;;;;2,72;70,05
16/11/2018;19,0;sim;22,5;sim;26,0;sim;0,0;sim;10;15;;não;;não;2,83;;;;;;;;;2,09;72,77
15/11/2018;18,0;sim;23,0;sim;28,0;sim;0,48;sim;9;14;;não;;não;3,67;;;;;;;;;2,9;74,86
14/11/2018;22,0;sim;28,0;sim;34,0;sim;0,63;sim;8;13;;não;;não;5,2;;;;;;;;;4,25;77,28
13/11/2018;20,0;sim;26,0;sim;32,0;sim;0,0;sim;7;12;;não;;não;4,81;;;;;;;;;3,98;80,9
12/11/2018;19,0;sim;24,0;sim;29,0;sim;0,0;sim;6;11;;não;;não;3,91;;;;;;;;;3,39;84,88
11/11/2018;19,0;sim;23,5;sim;28,0;sim;0,0;sim;5;10;;não;;não;3,52;;;;;;;;;3,16;88,27
10/11/2018;17,0;sim;22,0;sim;27,0;sim;0,0;sim;4;9;;não;;não;3,39;;;;;;;;;3,15;91,43
09/11/2018;17,0;sim;20,0;sim;23,0;sim;0,0;sim;3;8;;não;;não;2,1;;;;;;;;;2,01;94,58
08/11/2018;17,0;sim;19,0;sim;21,0;sim;0,73;sim;2;7;;não;;não;1,58;;;;;;;;;1,55;96,59
07/11/2018;18,0;sim;19,5;sim;21,0;sim;0,45;sim;1;6;;não;;não;1,5;;;;;;;;;1,48;97,41
06/11/2018;15,0;sim;19,0;sim;23,0;sim;4,0;sim;0;5;;não;;não;2,28;;;;;;;;;2,28;98,44
05/11/2018;17,0;sim;18,5;sim;20,0;sim;0,1;sim;2;4;;não;;não;1,34;;;;;;;;;1,31;96,72
04/11/2018;19,0;sim;21,5;sim;24,0;sim;0,08;sim;1;3;;não;;não;2,17;;;;;;;;;2,15;97,93
03/11/2018;19,0;sim;25,0;sim;31,0;sim;9,0;sim;0;2;;não;;não;4,6;;;;;;;;;4,6;100,0
02/11/2018;17,0;sim;20,0;sim;23,0;sim;0,0;sim;1;1;;não;;não;2,07;;;;;;;;;2,05;97,95
01/11/2018;18,0;sim;22,0;sim;26,0;sim;11,0;sim;0;0;;não;;não;2,88;;;;;;;;;2,88;100,0
31/10/2018;19,0;sim;25,5;sim;32,0;sim;12,9;sim;0;0;;não;;não;4,91;;;;;;;;;4,91;100,0
30/10/2018;16,0;sim;21,0;sim;26,0;sim;0,0;sim;3;6;;não;;não;3,1;;;;;;;;;2,94;93,35
29/10/2018;14,0;sim;17,5;sim;21,0;sim;0,0;sim;2;5;;não;;não;1,8;;;;;;;;;1,75;96,29
28/10/2018;16,0;sim;17,5;sim;19,0;sim;0,0;sim;1;4;;não;;não;1,19;;;;;;;;;1,17;98,04
27/10/2018;19,0;sim;21,5;sim;24,0;sim;1,35;sim;0;3;;não;;não;2,14;;;;;;;;;2,14;99,21
26/10/2018;18,0;sim;20,5;sim;23,0;sim;5,0;sim;0;2;;não;;não;1,96;;;;;;;;;1,96;100,0
25/10/2018;18,0;sim;19,0;sim;20,0;sim;4,75;sim;0;1;;não;;não;1,25;;;;;;;;;1,25;100,0
24/10/2018;19,0;sim;20,0;sim;21,0;sim;11,83;sim;0;0;;não;;não;1,39;;;;;;;;;1,39;98,31
23/10/2018;18,0;sim;24,0;sim;30,0;sim;0,0;sim;4;5;;não;;não;4,31;;;;;;;;;3,87;87,87
22/10/2018;15,0;sim;22,5;sim;30,0;sim;0,0;sim;3;4;;não;;não;4,71;;;;;;;;;4,43;91,74
21/10/2018;14,0;sim;18,5;sim;23,0;sim;0,0;sim;2;3;;não;;não;2,31;;;;;;;;;2,24;96,17
20/10/2018;16,0;sim;18,5;sim;21,0;sim;0,0;sim;1;2;;não;;não;1,6;;;;;;;;;1,59;98,41
19/10/2018;16,0;sim;19,0;sim;22,0;sim;3,63;sim;0;1;;não;;não;1,85;;;;;;;;;1,85;100,0
18/10/2018;20,0;sim;24,0;sim;28,0;sim;18,73;sim;0;0;;não;;não;3,26;;;;;;;;;3,26;100,0
17/10/2018;20,0;sim;24,5;sim;29,0;sim;15,75;sim;0;0;;não;;não;3,61;;;;;;;;;3,61;100,0
16/10/2018;19,0;sim;22,5;sim;26,0;sim;0,0;sim;1;1;;não;;não;2,69;;;;;;;;;2,65;97,35
15/10/2018;17,0;sim;20,5;sim;24,0;sim;10,78;sim;0;0;;não;;não;2,28;;;;;;;;;2,28;100,0
14/10/2018;18,0;sim;19,5;sim;21,0;sim;1,0;sim;0;1;;não;;não;1,43;;;;;;;;;1,43;99,57
13/10/2018;19,0;sim;25,0;sim;31,0;sim;19,73;sim;0;0;;não;;não;4,6;;;;;;;;;4,6;100,0
12/10/2018;19,0;sim;22,5;sim;26,0;sim;0,0;sim;2;4;;não;;não;2,67;;;;;;;;;2,59;95,59
11/10/2018;19,0;sim;20,5;sim;22,0;sim;0,05;sim;1;3;;não;;não;1,58;;;;;;;;;1,56;98,18
10/10/2018;21,0;sim;25,5;sim;30,0;sim;3,5;sim;0;2;;não;;não;3,81;;;;;;;;;3,81;99,69
09/10/2018;16,0;sim;21,0;sim;26,0;sim;6,78;sim;0;1;;não;;não;2,97;;;;;;;;;2,97;100,0
08/10/2018;18,0;sim;22,0;sim;26,0;sim;17,7;sim;0;0;;não;;não;2,75;;;;;;;;;2,75;100,0
07/10/2018;15,0;sim;17,5;sim;20,0;sim;3,58;sim;0;4;;não;;não;1,41;;;;;;;;;1,41;98,62
06/10/2018;14,0;sim;16,0;sim;18,0;sim;0,93;sim;3;3;;não;;não;1,08;;;;;;;;;1,08;96,45
05/10/2018;15,0;sim;17,5;sim;20,0;sim;0,0;sim;2;2;;não;;não;1,41;;;;;;;;;1,37;96,6
04/10/2018;19,0;sim;21,5;sim;24,0;sim;0,0;sim;1;1;;não;;não;2,05;;;;;;;;;2,03;97,97
03/10/2018;19,0;sim;25,5;sim;32,0;sim;15,18;sim;0;0;;não;;não;4,91;;;;;;;;;4,91;100,0
02/10/2018;18,0;sim;23,0;sim;28,0;sim;1,58;sim;0;2;;não;;não;3,38;;;;;;;;;3,28;93,61
01/10/2018;19,0;sim;22,5;sim;26,0;sim;3,35;sim;0;1;;não;;não;2,61;;;;;;;;;2,61;95,31
30/09/2018;20,0;sim;22,0;sim;24,0;sim;17,4;sim;0;0;;não;;não;1,94;;;;;;;;;1,94;94,57
29/09/2018;18,0;sim;21,5;sim;25,0;sim;0,0;sim;2;9;;não;;não;2,4;;;;;;;;;1,92;79,11
28/09/2018;19,0;sim;22,0;sim;25,0;sim;0,75;sim;1;8;;não;;não;2,3;;;;;;;;;2,02;81,03
27/09/2018;18,0;sim;24,5;sim;31,0;sim;4,58;sim;0;7;;não;;não;4,71;;;;;;;;;4,69;82,3
26/09/2018;17,0;sim;23,5;sim;30,0;sim;1,28;sim;0;6;;não;;não;4,21;;;;;;;;;3,73;82,41
25/09/2018;17,0;sim;24,0;sim;31,0;sim;0,0;sim;4;5;;não;;não;4,81;;;;;;;;;4,18;84,86
24/09/2018;19,0;sim;26,5;sim;34,0;sim;0,0;sim;3;4;;não;;não;5,45;;;;;;;;;4,99;89,04
23/09/2018;17,0;sim;23,0;sim;29,0;sim;0,0;sim;2;3;;não;;não;3,8;;;;;;;;;3,64;94,03
22/09/2018;18,0;sim;21,5;sim;25,0;sim;0,0;sim;1;2;;não;;não;2,36;;;;;;;;;2,33;97,67
21/09/2018;19,0;sim;23,0;sim;27,0;sim;5,03;sim;0;1;;não;;não;2,86;;;;;;;;;2,86;100,0
20/09/2018;21,0;sim;24,5;sim;28,0;sim;47,85;sim;0;0;;não;;não;2,96;;;;;;;;;2,96;100,0
19/09/2018;19,0;sim;23,5;sim;28,0;sim;0,58;sim;2;2;;não;;não;3,17;;;;;;;;;3,07;95,04
18/09/2018;19,0;sim;22,5;sim;26,0;sim;0,03;sim;1;1;;não;;não;2,53;;;;;;;;;2,5;97,53
17/09/2018;16,0;sim;18,5;sim;21,0;sim;11,73;sim;0;0;;não;;não;1,5;;;;;;;;;1,5;100,0
16/09/2018;16,0;sim;18,5;sim;21,0;sim;0,0;sim;2;2;;não;;não;1,49;;;;;;;;;1,46;97,31
15/09/2018;17,0;sim;19,0;sim;21,0;sim;0,18;sim;1;1;;não;;não;1,42;;;;;;;;;1,41;98,77
14/09/2018;18,0;sim;22,5;sim;27,0;sim;44,53;sim;0;0;;não;;não;2,92;;;;;;;;;2,92;100,0
13/09/2018;15,0;sim;20,0;sim;25,0;sim;0,0;sim;12;19;;não;;não;2,6;;;;;;;;;1,64;62,13
12/09/2018;16,0;sim;20,5;sim;25,0;sim;0,0;sim;11;18;;não;;não;2,5;;;;;;;;;1,61;63,77
11/09/2018;14,0;sim;19,0;sim;24,0;sim;0,0;sim;10;17;;não;;não;2,4;;;;;;;;;1,59;65,38
10/09/2018;12,0;sim;18,5;sim;25,0;sim;0,0;sim;9;16;;não;;não;2,9;;;;;;;;;1,97;66,97
09/09/2018;13,0;sim;18,0;sim;23,0;sim;0,0;sim;8;15;;não;;não;2,2;;;;;;;;;1,54;68,94
08/09/2018;12,0;sim;19,0;sim;26,0;sim;0,0;sim;7;14;;não;;não;3,21;;;;;;;;;2,29;70,48
07/09/2018;8,0;sim;16,5;sim;25,0;sim;0,0;sim;6;13;;não;;não;3,31;;;;;;;;;2,45;72,77
06/09/2018;10,0;sim;15,5;sim;21,0;sim;0,0;sim;5;12;;não;;não;1,93;;;;;;;;;1,47;75,22
05/09/2018;12,0;sim;14,5;sim;17,0;sim;0,0;sim;4;11;;não;;não;0,95;;;;;;;;;0,73;76,69
04/09/2018;13,0;sim;16,0;sim;19,0;sim;0,0;sim;3;10;;não;;não;1,25;;;;;;;;;0,98;77,42
03/09/2018;17,0;sim;20,0;sim;23,0;sim;0,68;sim;2;9;;não;;não;1,83;;;;;;;;;1,58;78,4
02/09/2018;20,0;sim;26,0;sim;32,0;sim;0,0;sim;1;8;;não;;não;4,81;;;;;;;;;3,91;79,3
