estacao=Sao Paulo (IAG) (9000661)
municipio=São Paulo (3550308)
latitude=-23,65
longitude=-46,62
altitude=787,0m 

* variaveis calculadas pelo sistema 

data ; tMin ; tMin Estimada ; tMed ; tMed Estimada ; tMax ; tMax Estimada ; precipitacao ; precipitacao Estimada ; estiagem* ; estiagemAgricola* ; urMin ; urMin Estimada ; urMax ; urMax Estimada ; evapotranspiracaoPotencial ; radiacaoSolar ; velocidadeVento ; direcaoVento ; horarioVento ; pontoOrvalhoMinimo ; pontoOrvalhoMaximo ; pressaoAtmMinima ; pressaoAtmMaxima ; evapotranspiracaoReal* ; disponibilidadeAguaSolo*
26/10/2019;18,0;sim;24,0;sim;30,0;sim;1,0;sim;0;36;;não;;não;4,34;;;;;;;;;2,64;48,51
25/10/2019;17,0;sim;23,5;sim;30,0;sim;2,0;sim;0;35;;não;;não;4,47;;;;;;;;;3,26;50,15
24/10/2019;17,0;sim;23,0;sim;29,0;sim;3,0;sim;0;34;;não;;não;4,05;;;;;;;;;3,54;51,41
23/10/2019;15,0;sim;19,0;sim;23,0;sim;1,0;sim;0;33;;não;;não;2,21;;;;;;;;;1,63;51,95
22/10/2019;16,0;sim;19,5;sim;23,0;sim;2,0;sim;0;32;;não;;não;2,11;;;;;;;;;2,06;52,58
21/10/2019;14,0;sim;18,5;sim;23,0;sim;7,0;sim;0;31;;não;;não;2,3;;;;;;;;;2,3;52,64
20/10/2019;14,0;sim;17,5;sim;21,0;sim;0,0;sim;2;30;;não;;não;1,76;;;;;;;;;0,85;47,94
19/10/2019;18,0;sim;23,0;sim;28,0;sim;0,11;sim;1;29;;não;;não;3,5;;;;;;;;;1,79;48,79
18/10/2019;16,0;sim;20,0;sim;24,0;sim;3,56;sim;0;28;;não;;não;2,38;;;;;;;;;2,38;50,47
17/10/2019;19,0;sim;24,0;sim;29,0;sim;0,0;sim;8;27;;não;;não;3,73;;;;;;;;;1,88;49,29
16/10/2019;18,0;sim;23,0;sim;28,0;sim;0,0;sim;7;26;;não;;não;3,48;;;;;;;;;1,81;51,17
15/10/2019;19,0;sim;23,0;sim;27,0;sim;0,0;sim;6;25;;não;;não;3,0;;;;;;;;;1,61;52,98
14/10/2019;20,0;sim;26,5;sim;33,0;sim;0,0;sim;5;24;;não;;não;5,11;;;;;;;;;2,86;54,59
13/10/2019;20,0;sim;27,0;sim;34,0;sim;0,0;sim;4;23;;não;;não;5,37;;;;;;;;;3,17;57,45
12/10/2019;18,0;sim;25,0;sim;32,0;sim;0,0;sim;3;22;;não;;não;5,01;;;;;;;;;3,12;60,62
11/10/2019;17,0;sim;24,0;sim;31,0;sim;0,32;sim;2;21;;não;;não;4,81;;;;;;;;;3,24;63,74
10/10/2019;16,0;sim;20,5;sim;25,0;sim;0,56;sim;1;20;;não;;não;2,65;;;;;;;;;1,97;66,66
09/10/2019;16,0;sim;18,5;sim;21,0;sim;8,16;sim;0;19;;não;;não;1,56;;;;;;;;;1,56;68,07
08/10/2019;17,0;sim;18,5;sim;20,0;sim;3,66;sim;0;18;;não;;não;1,27;;;;;;;;;1,27;61,47
07/10/2019;17,0;sim;19,0;sim;21,0;sim;2,06;sim;0;17;;não;;não;1,48;;;;;;;;;1,48;59,08
06/10/2019;18,0;sim;22,0;sim;26,0;sim;0,0;sim;10;16;;não;;não;2,73;;;;;;;;;1,62;58,5
05/10/2019;17,0;sim;25,0;sim;33,0;sim;0,0;sim;9;15;;não;;não;5,37;;;;;;;;;3,31;60,12
04/10/2019;13,0;sim;21,5;sim;30,0;sim;0,0;sim;8;14;;não;;não;4,91;;;;;;;;;3,19;63,43
03/10/2019;17,0;sim;22,5;sim;28,0;sim;0,01;sim;7;13;;não;;não;3,51;;;;;;;;;2,39;66,62
02/10/2019;19,0;sim;26,0;sim;33,0;sim;0,0;sim;6;12;;não;;não;5,2;;;;;;;;;3,68;69,0
01/10/2019;16,0;sim;23,0;sim;30,0;sim;0,0;sim;5;11;;não;;não;4,6;;;;;;;;;3,42;72,68
30/09/2019;15,0;sim;21,0;sim;27,0;sim;0,0;sim;4;10;;não;;não;3,36;;;;;;;;;2,61;76,1
29/09/2019;14,0;sim;17,5;sim;21,0;sim;0,0;sim;3;9;;não;;não;1,69;;;;;;;;;1,34;78,71
28/09/2019;15,0;sim;18,0;sim;21,0;sim;0,0;sim;2;8;;não;;não;1,61;;;;;;;;;1,3;80,05
27/09/2019;15,0;sim;18,5;sim;22,0;sim;0,0;sim;1;7;;não;;não;1,85;;;;;;;;;1,52;81,35
26/09/2019;15,0;sim;18,0;sim;21,0;sim;5,89;sim;0;6;;não;;não;1,6;;;;;;;;;1,6;82,87
25/09/2019;14,0;sim;17,0;sim;20,0;sim;8,19;sim;0;5;;não;;não;1,45;;;;;;;;;1,45;78,58
24/09/2019;12,0;sim;16,5;sim;21,0;sim;0,09;sim;3;4;;não;;não;1,83;;;;;;;;;1,35;71,84
23/09/2019;12,0;sim;14,5;sim;17,0;sim;0,0;sim;2;3;;não;;não;0,99;;;;;;;;;0,73;73,1
22/09/2019;15,0;sim;16,0;sim;17,0;sim;0,0;sim;1;2;;não;;não;0,82;;;;;;;;;0,61;73,83
21/09/2019;17,0;sim;18,5;sim;20,0;sim;3,19;sim;0;1;;não;;não;1,23;;;;;;;;;1,23;74,44
20/09/2019;20,0;sim;23,0;sim;26,0;sim;16,49;sim;0;0;;não;;não;2,45;;;;;;;;;2,45;72,48
19/09/2019;17,0;sim;24,5;sim;32,0;sim;3,42;sim;0;17;;não;;não;5,11;;;;;;;;;4,42;58,44
18/09/2019;19,0;sim;27,0;sim;35,0;sim;0,0;sim;11;16;;não;;não;5,67;;;;;;;;;3,47;59,44
17/09/2019;20,0;sim;27,0;sim;34,0;sim;0,0;sim;10;15;;não;;não;5,37;;;;;;;;;3,47;62,91
16/09/2019;19,0;sim;25,5;sim;32,0;sim;0,0;sim;9;14;;não;;não;4,91;;;;;;;;;3,34;66,38
15/09/2019;17,0;sim;24,0;sim;31,0;sim;0,0;sim;8;13;;não;;não;4,81;;;;;;;;;3,43;69,72
14/09/2019;16,0;sim;20,5;sim;25,0;sim;0,0;sim;7;12;;não;;não;2,51;;;;;;;;;1,86;73,15
13/09/2019;17,0;sim;19,0;sim;21,0;sim;0,0;sim;6;11;;não;;não;1,41;;;;;;;;;1,07;75,01
12/09/2019;19,0;sim;26,5;sim;34,0;sim;0,0;sim;5;10;;não;;não;5,45;;;;;;;;;4,26;76,08
11/09/2019;18,0;sim;26,0;sim;34,0;sim;0,0;sim;4;9;;não;;não;5,53;;;;;;;;;4,57;80,34
10/09/2019;18,0;sim;25,0;sim;32,0;sim;0,0;sim;3;8;;não;;não;5,01;;;;;;;;;4,36;84,91
09/09/2019;15,0;sim;22,5;sim;30,0;sim;0,0;sim;2;7;;não;;não;4,71;;;;;;;;;4,31;89,27
08/09/2019;15,0;sim;22,5;sim;30,0;sim;0,0;sim;1;6;;não;;não;4,71;;;;;;;;;4,51;93,58
07/09/2019;15,0;sim;21,5;sim;28,0;sim;1,62;sim;0;5;;não;;não;3,55;;;;;;;;;3,53;98,09
06/09/2019;12,0;sim;15,5;sim;19,0;sim;7,9;sim;0;4;;não;;não;1,32;;;;;;;;;1,32;100,0
05/09/2019;14,0;sim;15,5;sim;17,0;sim;1,79;sim;0;3;;não;;não;0,84;;;;;;;;;0,84;99,36
04/09/2019;15,0;sim;17,0;sim;19,0;sim;0,13;sim;1;2;;não;;não;1,12;;;;;;;;;1,11;98,41
03/09/2019;15,0;sim;20,5;sim;26,0;sim;2,24;sim;0;1;;não;;não;2,85;;;;;;;;;2,85;99,39
02/09/2019;15,0;sim;18,5;sim;22,0;sim;30,69;sim;0;0;;não;;não;1,75;;;;;;;;;1,75;100,0
01/09/2019;16,0;sim;22,0;sim;28,0;sim;96,47;sim;0;0;;não;;não;3,38;;;;;;;;;3,38;100,0
31/08/2019;18,0;sim;24,5;sim;31,0;sim;0,17;sim;5;46;;não;;não;4,71;;;;;;;;;2,33;46,53
30/08/2019;15,0;sim;22,0;sim;29,0;sim;0,0;sim;4;45;;não;;não;3,84;;;;;;;;;1,91;48,69
29/08/2019;15,0;sim;20,0;sim;25,0;sim;0,01;sim;3;44;;não;;não;2,52;;;;;;;;;1,3;50,6
28/08/2019;14,0;sim;19,0;sim;24,0;sim;0,28;sim;2;43;;não;;não;2,32;;;;;;;;;1,35;51,89
27/08/2019;13,0;sim;19,0;sim;25,0;sim;0,95;sim;1;42;;não;;não;2,7;;;;;;;;;1,88;52,96
26/08/2019;12,0;sim;18,0;sim;24,0;sim;1,01;sim;0;41;;não;;não;2,5;;;;;;;;;1,82;53,89
25/08/2019;13,0;sim;16,0;sim;19,0;sim;0,0;sim;6;40;;não;;não;1,22;;;;;;;;;0,67;54,7
24/08/2019;13,0;sim;16,5;sim;20,0;sim;0,0;sim;5;39;;não;;não;1,42;;;;;;;;;0,79;55,37
23/08/2019;13,0;sim;16,0;sim;19,0;sim;0,57;sim;4;38;;não;;não;1,22;;;;;;;;;0,94;56,16
22/08/2019;13,0;sim;15,5;sim;18,0;sim;0,0;sim;3;37;;não;;não;1,03;;;;;;;;;0,59;56,53
21/08/2019;13,0;sim;16,0;sim;19,0;sim;0,0;sim;2;36;;não;;não;1,21;;;;;;;;;0,69;57,12
20/08/2019;14,0;sim;15,5;sim;17,0;sim;0,0;sim;1;35;;não;;não;0,81;;;;;;;;;0,47;57,81
19/08/2019;17,0;sim;19,5;sim;22,0;sim;7,49;sim;0;34;;não;;não;1,54;;;;;;;;;1,54;58,28
18/08/2019;13,0;sim;21,0;sim;29,0;sim;0,0;sim;14;33;;não;;não;4,6;;;;;;;;;2,46;52,33
17/08/2019;11,0;sim;18,5;sim;26,0;sim;0,0;sim;13;32;;não;;não;3,16;;;;;;;;;1,76;54,79
16/08/2019;10,0;sim;17,0;sim;24,0;sim;0,0;sim;12;31;;não;;não;2,64;;;;;;;;;1,52;56,55
15/08/2019;9,0;sim;14,0;sim;19,0;sim;0,0;sim;11;30;;não;;não;1,46;;;;;;;;;0,85;58,07
14/08/2019;11,0;sim;14,0;sim;17,0;sim;0,03;sim;10;29;;não;;não;0,96;;;;;;;;;0,58;58,92
13/08/2019;14,0;sim;17,5;sim;21,0;sim;0,0;sim;9;28;;não;;não;1,52;;;;;;;;;0,91;59,47
12/08/2019;15,0;sim;22,5;sim;30,0;sim;0,0;sim;8;27;;não;;não;4,71;;;;;;;;;2,91;60,38
11/08/2019;15,0;sim;19,0;sim;23,0;sim;0,0;sim;7;26;;não;;não;1,9;;;;;;;;;1,22;63,29
10/08/2019;15,0;sim;22,0;sim;29,0;sim;0,0;sim;6;25;;não;;não;3,68;;;;;;;;;2,41;64,51
09/08/2019;15,0;sim;21,0;sim;27,0;sim;0,0;sim;5;24;;não;;não;3,01;;;;;;;;;2,05;66,92
08/08/2019;14,0;sim;20,5;sim;27,0;sim;0,0;sim;4;23;;não;;não;3,11;;;;;;;;;2,18;68,97
07/08/2019;15,0;sim;20,0;sim;25,0;sim;0,02;sim;3;22;;não;;não;2,4;;;;;;;;;1,73;71,15
06/08/2019;12,0;sim;17,5;sim;23,0;sim;0,01;sim;2;21;;não;;não;2,13;;;;;;;;;1,57;72,86
05/08/2019;11,0;sim;13,5;sim;16,0;sim;0,13;sim;1;20;;não;;não;0,78;;;;;;;;;0,62;74,42
04/08/2019;9,0;sim;11,0;sim;13,0;sim;4,28;sim;0;19;;não;;não;0,48;;;;;;;;;0,48;74,91
03/08/2019;11,0;sim;14,0;sim;17,0;sim;1,06;sim;0;18;;não;;não;0,94;;;;;;;;;0,94;71,11
02/08/2019;15,0;sim;22,0;sim;29,0;sim;1,57;sim;0;17;;não;;não;3,62;;;;;;;;;3,04;70,99
01/08/2019;12,0;sim;20,0;sim;28,0;sim;0,0;sim;2;16;;não;;não;3,62;;;;;;;;;2,67;72,46
31/07/2019;11,0;sim;18,0;sim;25,0;sim;0,14;sim;1;15;;não;;não;2,75;;;;;;;;;2,13;75,13
30/07/2019;12,0;sim;19,0;sim;26,0;sim;3,12;sim;0;14;;não;;não;2,95;;;;;;;;;2,95;77,12
29/07/2019;14,0;sim;19,5;sim;25,0;sim;0,0;sim;13;13;;não;;não;2,45;;;;;;;;;1,91;76,95
28/07/2019;16,0;sim;18,5;sim;21,0;sim;0,0;sim;12;12;;não;;não;1,34;;;;;;;;;1,06;78,86
27/07/2019;12,0;sim;19,0;sim;26,0;sim;0,0;sim;11;11;;não;;não;2,93;;;;;;;;;2,38;79,92
26/07/2019;15,0;sim;20,5;sim;26,0;sim;0,0;sim;10;10;;não;;não;2,63;;;;;;;;;2,19;82,3
25/07/2019;15,0;sim;20,0;sim;25,0;sim;0,66;sim;9;9;;não;;não;2,35;;;;;;;;;2,1;84,49
24/07/2019;14,0;sim;20,5;sim;27,0;sim;0,0;sim;8;8;;não;;não;3,02;;;;;;;;;2,64;85,93
23/07/2019;15,0;sim;21,0;sim;27,0;sim;0,91;sim;7;7;;não;;não;2,91;;;;;;;;;2,7;88,57
22/07/2019;12,0;sim;18,5;sim;25,0;sim;0,16;sim;6;6;;não;;não;2,61;;;;;;;;;2,4;90,36
21/07/2019;11,0;sim;16,5;sim;22,0;sim;0,0;sim;5;5;;não;;não;1,91;;;;;;;;;1,78;92,6
20/07/2019;11,0;sim;16,5;sim;22,0;sim;0,05;sim;4;4;;não;;não;1,91;;;;;;;;;1,83;94,38
19/07/2019;11,0;sim;16,0;sim;21,0;sim;0,0;sim;3;3;;não;;não;1,67;;;;;;;;;1,62;96,16
18/07/2019;9,0;sim;13,5;sim;18,0;sim;0,0;sim;2;2;;não;;não;1,2;;;;;;;;;1,18;97,78
17/07/2019;9,0;sim;12,5;sim;16,0;sim;0,06;sim;1;1;;não;;não;0,86;;;;;;;;;0,85;98,96
16/07/2019;11,0;sim;15,5;sim;20,0;sim;15,39;sim;0;0;;não;;não;1,45;;;;;;;;;1,45;99,75
15/07/2019;15,0;sim;19,5;sim;24,0;sim;1,87;sim;0;10;;não;;não;2,06;;;;;;;;;2,04;85,81
14/07/2019;13,0;sim;19,0;sim;25,0;sim;0,0;sim;9;9;;não;;não;2,49;;;;;;;;;2,16;85,98
13/07/2019;12,0;sim;18,0;sim;24,0;sim;0,0;sim;8;8;;não;;não;2,31;;;;;;;;;2,06;88,14
12/07/2019;10,0;sim;16,5;sim;23,0;sim;0,0;sim;7;7;;não;;não;2,22;;;;;;;;;2,03;90,2
11/07/2019;10,0;sim;15,5;sim;21,0;sim;0,0;sim;6;6;;não;;não;1,73;;;;;;;;;1,61;92,23
10/07/2019;10,0;sim;15,5;sim;21,0;sim;0,0;sim;5;5;;não;;não;1,73;;;;;;;;;1,64;93,84
09/07/2019;10,0;sim;15,5;sim;21,0;sim;0,0;sim;4;4;;não;;não;1,73;;;;;;;;;1,66;95,48
08/07/2019;8,0;sim;13,5;sim;19,0;sim;0,0;sim;3;3;;não;;não;1,44;;;;;;;;;1,41;97,14
07/07/2019;7,0;sim;11,0;sim;15,0;sim;0,0;sim;2;2;;não;;não;0,8;;;;;;;;;0,79;98,55
06/07/2019;7,0;sim;10,5;sim;14,0;sim;0,0;sim;1;1;;não;;não;0,66;;;;;;;;;0,66;99,34
05/07/2019;12,0;sim;13,5;sim;15,0;sim;35,9;sim;0;0;;não;;não;0,58;;;;;;;;;0,58;100,0
04/07/2019;1,0;sim;4,0;sim;7,0;sim;83,26;sim;0;0;;não;;não;0,18;;;;;;;;;0,18;100,0
03/07/2019;15,0;sim;21,5;sim;28,0;sim;0,01;sim;6;30;;não;;não;3,16;;;;;;;;;0,77;23,8
02/07/2019;17,0;sim;22,0;sim;27,0;sim;0,0;sim;5;29;;não;;não;2,65;;;;;;;;;0,66;24,56
01/07/2019;16,0;sim;21,5;sim;27,0;sim;0,0;sim;4;28;;não;;não;2,75;;;;;;;;;0,7;25,22
30/06/2019;17,0;sim;21,5;sim;26,0;sim;0,0;sim;3;27;;não;;não;2,37;;;;;;;;;0,63;25,92
29/06/2019;19,0;sim;24,0;sim;29,0;sim;0,0;sim;2;26;;não;;não;3,05;;;;;;;;;0,82;26,55
28/06/2019;18,0;sim;23,0;sim;28,0;sim;0,0;sim;1;25;;não;;não;2,84;;;;;;;;;0,79;27,37
27/06/2019;18,0;sim;22,0;sim;26,0;sim;1,91;sim;0;24;;não;;não;2,28;;;;;;;;;2,01;28,16
26/06/2019;17,0;sim;22,5;sim;28,0;sim;0,0;sim;18;23;;não;;não;2,94;;;;;;;;;2,94;28,26
25/06/2019;17,0;sim;22,0;sim;27,0;sim;0,0;sim;17;22;;não;;não;2,64;;;;;;;;;0,75;28,2
24/06/2019;13,0;sim;19,0;sim;25,0;sim;0,0;sim;16;21;;não;;não;2,46;;;;;;;;;0,72;28,95
23/06/2019;15,0;sim;20,5;sim;26,0;sim;0,0;sim;15;20;;não;;não;2,55;;;;;;;;;0,77;29,67
22/06/2019;14,0;sim;18,5;sim;23,0;sim;0,0;sim;14;19;;não;;não;1,86;;;;;;;;;0,57;30,44
21/06/2019;15,0;sim;18,5;sim;22,0;sim;0,0;sim;13;18;;não;;não;1,57;;;;;;;;;0,49;31,01
20/06/2019;15,0;sim;19,0;sim;23,0;sim;0,0;sim;12;17;;não;;não;1,79;;;;;;;;;0,57;31,5
19/06/2019;16,0;sim;20,5;sim;25,0;sim;0,0;sim;11;16;;não;;não;2,19;;;;;;;;;0,71;32,07
18/06/2019;16,0;sim;20,5;sim;25,0;sim;0,0;sim;10;15;;não;;não;2,19;;;;;;;;;0,73;32,78
17/06/2019;17,0;sim;22,0;sim;27,0;sim;0,0;sim;9;14;;não;;não;2,65;;;;;;;;;0,9;33,51
16/06/2019;17,0;sim;22,0;sim;27,0;sim;0,0;sim;8;13;;não;;não;2,65;;;;;;;;;0,92;34,41
15/06/2019;16,0;sim;21,5;sim;27,0;sim;0,0;sim;7;12;;não;;não;2,74;;;;;;;;;0,98;35,33
14/06/2019;18,0;sim;22,5;sim;27,0;sim;0,0;sim;6;11;;não;;não;2,55;;;;;;;;;0,94;36,31
13/06/2019;16,0;sim;21,5;sim;27,0;sim;0,58;sim;5;10;;não;;não;2,75;;;;;;;;;1,04;37,25
12/06/2019;13,0;sim;19,5;sim;26,0;sim;0,0;sim;4;9;;não;;não;2,75;;;;;;;;;1,07;38,29
11/06/2019;13,0;sim;19,0;sim;25,0;sim;0,0;sim;3;8;;não;;não;2,46;;;;;;;;;0,98;39,36
10/06/2019;13,0;sim;18,0;sim;23,0;sim;0,0;sim;2;7;;não;;não;1,95;;;;;;;;;0,79;40,34
09/06/2019;12,0;sim;17,0;sim;22,0;sim;0,24;sim;1;6;;não;;não;1,79;;;;;;;;;0,74;41,13
08/06/2019;13,0;sim;18,0;sim;23,0;sim;1,98;sim;0;5;;não;;não;1,95;;;;;;;;;0,83;41,87
07/06/2019;14,0;sim;18,5;sim;23,0;sim;0,0;sim;4;4;;não;;não;1,87;;;;;;;;;0,8;42,7
06/06/2019;11,0;sim;15,5;sim;20,0;sim;0,0;sim;3;3;;não;;não;1,44;;;;;;;;;0,64;43,5
05/06/2019;11,0;sim;15,0;sim;19,0;sim;0,0;sim;2;2;;não;;não;1,24;;;;;;;;;0,55;44,14
04/06/2019;14,0;sim;16,0;sim;18,0;sim;0,0;sim;1;1;;não;;não;0,9;;;;;;;;;0,4;44,69
03/06/2019;16,0;sim;17,5;sim;19,0;sim;15,82;sim;0;0;;não;;não;0,96;;;;;;;;;0,44;45,09
02/06/2019;17,0;sim;19,0;sim;21,0;sim;22,02;sim;0;0;;não;;não;1,25;;;;;;;;;0,57;45,53
01/06/2019;19,0;sim;22,0;sim;25,0;sim;10,23;sim;0;0;;não;;não;1,97;;;;;;;;;0,92;46,1
31/05/2019;19,0;sim;23,0;sim;27,0;sim;6,88;sim;0;2;;não;;não;2,49;;;;;;;;;1,18;47,02
30/05/2019;19,0;sim;23,5;sim;28,0;sim;9,26;sim;0;1;;não;;não;2,78;;;;;;;;;1,36;48,2
29/05/2019;19,0;sim;21,5;sim;24,0;sim;37,15;sim;0;0;;não;;não;1,74;;;;;;;;;0,87;49,56
28/05/2019;17,0;sim;22,0;sim;27,0;sim;0,11;sim;4;10;;não;;não;2,69;;;;;;;;;1,37;50,43
27/05/2019;15,0;sim;20,5;sim;26,0;sim;0,0;sim;3;9;;não;;não;2,59;;;;;;;;;1,36;51,8
26/05/2019;13,0;sim;16,5;sim;20,0;sim;0,0;sim;2;8;;não;;não;1,32;;;;;;;;;0,71;53,16
25/05/2019;11,0;sim;16,0;sim;21,0;sim;0,0;sim;1;7;;não;;não;1,67;;;;;;;;;0,91;53,87
24/05/2019;14,0;sim;16,5;sim;19,0;sim;3,31;sim;0;6;;não;;não;1,08;;;;;;;;;0,59;54,78
23/05/2019;15,0;sim;20,5;sim;26,0;sim;1,73;sim;0;5;;não;;não;2,61;;;;;;;;;1,47;55,37
22/05/2019;15,0;sim;21,0;sim;27,0;sim;0,0;sim;4;4;;não;;não;2,91;;;;;;;;;1,67;56,84
21/05/2019;15,0;sim;20,5;sim;26,0;sim;0,0;sim;3;3;;não;;não;2,62;;;;;;;;;1,56;58,51
20/05/2019;16,0;sim;20,5;sim;25,0;sim;0,06;sim;2;2;;não;;não;2,25;;;;;;;;;1,36;60,07
19/05/2019;16,0;sim;19,5;sim;23,0;sim;0,6;sim;1;1;;não;;não;1,76;;;;;;;;;1,1;61,43
18/05/2019;17,0;sim;19,5;sim;22,0;sim;33,18;sim;0;0;;não;;não;1,47;;;;;;;;;0,92;62,53
17/05/2019;15,0;sim;17,0;sim;19,0;sim;3,82;sim;0;1;;não;;não;1,03;;;;;;;;;0,66;63,45
16/05/2019;16,0;sim;18,0;sim;20,0;sim;11,68;sim;0;0;;não;;não;1,15;;;;;;;;;0,74;64,11
15/05/2019;18,0;sim;21,5;sim;25,0;sim;1,21;sim;0;17;;não;;não;2,1;;;;;;;;;1,38;64,85
14/05/2019;19,0;sim;22,5;sim;26,0;sim;2,02;sim;0;16;;não;;não;2,27;;;;;;;;;1,52;66,23
13/05/2019;21,0;sim;23,0;sim;25,0;sim;0,21;sim;1;15;;não;;não;1,86;;;;;;;;;1,27;67,75
12/05/2019;21,0;sim;24,5;sim;28,0;sim;3,07;sim;0;14;;não;;não;2,66;;;;;;;;;1,86;69,02
11/05/2019;20,0;sim;24,0;sim;28,0;sim;4,5;sim;0;13;;não;;não;2,76;;;;;;;;;1,98;70,88
10/05/2019;18,0;sim;22,5;sim;27,0;sim;0,77;sim;3;12;;não;;não;2,67;;;;;;;;;1,97;72,86
09/05/2019;16,0;sim;20,5;sim;25,0;sim;0,04;sim;2;11;;não;;não;2,3;;;;;;;;;1,74;74,83
08/05/2019;17,0;sim;19,5;sim;22,0;sim;0,01;sim;1;10;;não;;não;1,5;;;;;;;;;1,16;76,57
07/05/2019;18,0;sim;21,5;sim;25,0;sim;1,95;sim;0;9;;não;;não;2,13;;;;;;;;;1,68;77,73
06/05/2019;21,0;sim;25,5;sim;30,0;sim;0,32;sim;8;8;;não;;não;3,31;;;;;;;;;2,67;79,41
05/05/2019;20,0;sim;24,5;sim;29,0;sim;0,79;sim;7;7;;não;;não;3,1;;;;;;;;;2,58;82,08
04/05/2019;20,0;sim;25,0;sim;30,0;sim;0,0;sim;6;6;;não;;não;3,44;;;;;;;;;2,97;84,66
03/05/2019;19,0;sim;24,0;sim;29,0;sim;0,0;sim;5;5;;não;;não;3,22;;;;;;;;;2,86;87,63
02/05/2019;18,0;sim;23,0;sim;28,0;sim;0,01;sim;4;4;;não;;não;3,01;;;;;;;;;2,77;90,49
01/05/2019;19,0;sim;23,0;sim;27,0;sim;0,68;sim;3;3;;não;;não;2,62;;;;;;;;;2,47;93,26
30/04/2019;18,0;sim;21,5;sim;25,0;sim;0,0;sim;2;2;;não;;não;2,16;;;;;;;;;2,09;95,73
29/04/2019;20,0;sim;22,5;sim;25,0;sim;0,6;sim;1;1;;não;;não;1,99;;;;;;;;;1,97;97,82
28/04/2019;22,0;sim;25,5;sim;29,0;sim;30,08;sim;0;0;;não;;não;2,93;;;;;;;;;2,93;99,19
27/04/2019;21,0;sim;25,0;sim;29,0;sim;0,0;sim;4;13;;não;;não;3,05;;;;;;87,0;;0,0;2,23;72,04
26/04/2019;19,0;sim;23,5;sim;28,0;sim;0,0;sim;3;12;;não;;não;2,95;;;;;;;;;2,22;74,27
25/04/2019;20,0;sim;24,5;sim;29,0;sim;0,2;sim;2;11;;não;;não;3,17;;;;;;;;;2,51;76,49
24/04/2019;19,0;sim;23,5;sim;28,0;sim;0,0;sim;1;10;;não;;não;2,96;;;;;;;;;2,36;78,8
23/04/2019;19,0;sim;23,0;sim;27,0;sim;1,43;sim;0;9;;não;;não;2,66;;;;;;;;;2,44;81,16
22/04/2019;19,0;sim;24,0;sim;29,0;sim;0,0;sim;1;8;;não;;não;3,3;;;;;;;;;2,76;82,17
21/04/2019;16,0;sim;22,5;sim;29,0;sim;1,33;sim;0;7;;não;;não;3,65;;;;;;;;;3,32;84,93
20/04/2019;16,0;sim;22,0;sim;28,0;sim;0,0;sim;4;6;;não;;não;3,31;;;;;;;;;2,92;86,92
19/04/2019;17,0;sim;23,0;sim;29,0;sim;0,0;sim;3;5;;não;;não;3,55;;;;;;;;;3,25;89,84
18/04/2019;17,0;sim;22,5;sim;28,0;sim;0,0;sim;2;4;;não;;não;3,22;;;;;;;;;3,05;93,09
17/04/2019;19,0;sim;22,0;sim;25,0;sim;0,1;sim;1;3;;não;;não;2,13;;;;;;;;;2,07;96,14
16/04/2019;20,0;sim;22,5;sim;25,0;sim;2,28;sim;0;2;;não;;não;2,05;;;;;;;;;2,05;98,11
15/04/2019;19,0;sim;22,0;sim;25,0;sim;0,0;sim;1;1;;não;;não;2,14;;;;;;;;;2,12;97,88
14/04/2019;21,0;sim;22,0;sim;23,0;sim;27,45;sim;0;0;;não;;não;1,5;;;;;;;;;1,5;100,0
13/04/2019;19,0;sim;24,5;sim;30,0;sim;0,0;sim;4;5;;não;;não;3,72;;;;;;;;;3,39;89,52
12/04/2019;19,0;sim;23,5;sim;28,0;sim;0,0;sim;3;4;;não;;não;3,04;;;;;;;;;2,87;92,91
11/04/2019;17,0;sim;21,0;sim;25,0;sim;0,0;sim;2;3;;não;;não;2,34;;;;;;;;;2,27;95,78
10/04/2019;18,0;sim;21,0;sim;24,0;sim;0,08;sim;1;2;;não;;não;1,99;;;;;;;;;1,97;98,05
09/04/2019;20,0;sim;21,5;sim;23,0;sim;1,53;sim;0;1;;não;;não;1,59;;;;;;;;;1,59;99,94
08/04/2019;19,0;sim;21,5;sim;24,0;sim;28,48;sim;0;0;;não;;não;1,92;;;;;;;;;1,92;100,0
07/04/2019;20,0;sim;23,5;sim;27,0;sim;22,83;sim;0;0;;não;;não;2,65;;;;;;;;;2,65;88,95
06/04/2019;19,0;sim;24,0;sim;29,0;sim;7,88;sim;0;20;;não;;não;3,42;;;;;;;;;3,42;68,77
05/04/2019;18,0;sim;25,0;sim;32,0;sim;0,35;sim;8;19;;não;;não;5,01;;;;;;;;;3,42;64,31
04/04/2019;17,0;sim;23,5;sim;30,0;sim;0,0;sim;7;18;;não;;não;4,04;;;;;;;;;2,78;67,38
03/04/2019;19,0;sim;24,0;sim;29,0;sim;0,0;sim;6;17;;não;;não;3,44;;;;;;;;;2,45;70,16
02/04/2019;19,0;sim;24,5;sim;30,0;sim;0,0;sim;5;16;;não;;não;3,81;;;;;;;;;2,82;72,61
01/04/2019;18,0;sim;24,0;sim;30,0;sim;0,0;sim;4;15;;não;;não;3,94;;;;;;;;;3,04;75,43
31/03/2019;17,0;sim;23,0;sim;29,0;sim;0,03;sim;3;14;;não;;não;3,7;;;;;;;;;2,96;78,47
