data,Ibirapuera,Pinheiros,tmin,tmed,tmax,precipitacao
2020-01-31,1021.0,1089.0,22,"26,5",31,"1,36"
2020-02-01,1392.0,1458.0,22,25,28,"30,69"
2020-02-02,1691.0,1342.0,18,"22,5",27,"33,45"
2020-02-03,2749.0,2770.0,22,"22,5",23,"19,16"
2020-02-04,2983.0,2824.0,19,"22,5",26,"1,91"
2020-02-05,3187.0,3031.0,20,23,26,"2,56"
2020-02-06,3182.0,3152.0,20,25,30,"0,16"
2020-02-07,1500.0,1566.0,22,"29,5",37,"8,39"
2020-02-08,2026.0,2184.0,18,24,30,"7,08"
2020-02-09,888.0,1170.0,19,24,29,"6,14"
2020-02-10,2012.0,2388.0,18,20,22,"55,79"
2020-02-11,2748.0,2681.0,18,19,20,"0,84"
2020-02-12,3235.0,3347.0,17,20,23,0
2020-02-13,3403.0,3455.0,17,20,23,0
2020-02-14,1306.0,1528.0,18,"24,5",31,0
2020-02-15,1550.0,1702.0,17,23,29,0
2020-02-16,3373.0,3333.0,23,"24,5",26,0
2020-02-17,3452.0,3222.0,19,"25,5",32,0
2020-02-18,3211.0,2713.0,20,26,32,"5,09"
2020-02-19,3267.0,3084.0,21,27,33,"20,41"
2020-02-20,2445.0,2436.0,21,26,31,"7,82"
2020-02-21,647.0,804.0,20,22,24,"7,61"
2020-02-22,1071.0,1152.0,18,21,24,0
2020-02-23,829.0,840.0,17,20,23,0
2020-02-24,1099.0,1167.0,17,"21,5",26,"8,13"
2020-02-25,1025.0,1061.0,19,"23,5",28,"14,9"
2020-02-26,1885.0,2072.0,18,"22,5",27,"26,23"
2020-02-27,2526.0,2414.0,15,"18,5",22,"7,36"
2020-02-28,855.0,951.0,15,19,23,0
2020-02-29,1100.0,1139.0,17,"19,5",22,0
2020-03-01,2688.0,1947.0,16,24,32,"0,19"
2020-03-02,2724.0,2894.0,18,20,22,"2,31"
2020-03-03,3376.0,3299.0,18,21,24,"2,31"
2020-03-04,3422.0,3467.0,16,25,34,0
2020-03-05,3476.0,3391.0,16,"25,5",35,0
2020-03-06,1582.0,1760.0,17,"21,5",26,0
2020-03-07,1803.0,1749.0,16,"21,5",27,0
2020-03-08,3368.0,3482.0,18,"19,5",21,"3,59"
2020-03-09,3771.0,3728.0,19,24,29,0
2020-03-10,3637.0,3516.0,19,24,29,0
2020-03-11,3573.0,3357.0,18,23,28,0
2020-03-12,3190.0,3188.0,18,24,30,0
2020-03-13,1644.0,1718.0,18,24,30,0
2020-03-14,2153.0,2235.0,18,25,32,0
2020-03-15,2506.0,2316.0,20,26,32,0
2020-03-16,1812.0,1829.0,20,26,32,"0,64"
2020-03-17,1751.0,1777.0,22,"26,5",31,"25,65"
2020-03-18,1312.0,1338.0,20,25,30,0
2020-03-19,1159.0,1097.0,20,25,30,"1,26"
2020-03-20,995.0,1106.0,19,"22,5",26,"9,33"
2020-03-21,1452.0,1544.0,14,"26,5",39,0
2020-03-22,886.0,922.0,15,24,33,0
2020-03-23,930.0,1015.0,17,"24,5",32,0
2020-03-24,1019.0,1114.0,18,22,26,0
2020-03-25,1142.0,1211.0,16,"21,5",27,0
2020-03-26,1229.0,1300.0,15,21,27,0
2020-03-27,1588.0,1679.0,15,"21,5",28,0
2020-03-28,1329.0,1458.0,17,23,29,"0,04"
2020-03-29,963.0,1036.0,18,23,28,"18,29"
2020-03-30,1189.0,1365.0,18,23,28,"12,21"
2020-03-31,1366.0,1431.0,20,"24,5",29,"0,01"
2020-04-01,1299.0,1419.0,18,23,28,0
2020-04-02,1043.0,1168.0,17,24,31,"0,09"
2020-04-03,2011.0,2159.0,14,21,28,"0,02"
2020-04-04,2068.0,2263.0,13,"18,5",24,0
2020-04-05,1123.0,1241.0,14,"20,5",27,0
2020-04-06,864.0,961.0,15,23,31,"0,52"
2020-04-07,966.0,1065.0,15,20,25,"3,27"
2020-04-08,1308.0,1408.0,14,"17,5",21,0
2020-04-09,1595.0,1854.0,14,"17,5",21,0
2020-04-10,1524.0,1698.0,10,"18,5",27,0
2020-04-11,1463.0,1620.0,14,"19,5",25,"0,01"
2020-04-12,1121.0,1192.0,12,20,28,0
2020-04-13,1109.0,1189.0,15,"19,5",24,0
2020-04-14,1274.0,1338.0,17,"21,5",26,"1,19"
2020-04-15,1254.0,1401.0,16,"19,5",23,"4,42"
2020-04-16,1086.0,1250.0,15,"19,5",24,"0,01"
2020-04-17,1717.0,1833.0,15,"18,5",22,0
2020-04-18,2046.0,2251.0,15,19,23,0
2020-04-19,1200.0,1234.0,17,20,23,0
2020-04-20,2250.0,2421.0,15,20,25,0
2020-04-21,1190.0,1250.0,14,"20,5",27,0
2020-04-22,1453.0,1585.0,14,22,30,"0,02"
2020-04-23,1199.0,1295.0,16,21,26,0
2020-04-24,2088.0,2212.0,16,"21,5",27,0
2020-04-25,2385.0,2687.0,15,"22,5",30,0
2020-04-26,1294.0,1373.0,16,"22,5",29,0
2020-04-27,1407.0,1607.0,14,21,28,0
2020-04-28,1328.0,1532.0,15,21,27,0
2020-04-29,1200.0,1441.0,15,"20,5",26,0
2020-04-30,1965.0,2217.0,15,21,27,"0,26"
2020-05-01,1463.0,1667.0,16,"21,5",27,0
2020-05-02,1882.0,2172.0,16,"20,5",25,0
2020-05-03,991.0,1113.0,13,"16,5",20,0
2020-05-04,1228.0,1330.0,13,18,23,0
2020-05-05,848.0,954.0,13,19,25,"0,15"
2020-05-06,584.0,619.0,6,"12,5",19,"3,14"
2020-05-07,934.0,975.0,14,16,18,"0,47"
2020-05-08,1776.0,1957.0,12,16,20,0
2020-05-09,1442.0,1657.0,5,"15,5",26,0
2020-05-10,1196.0,1256.0,13,"18,5",24,0
2020-05-11,1396.0,1507.0,13,18,23,0
2020-05-12,1220.0,1282.0,13,19,25,0
2020-05-13,816.0,873.0,13,20,27,"2,75"
2020-05-14,928.0,1016.0,15,18,21,"0,75"
2020-05-15,2056.0,2343.0,15,16,17,"0,32"
2020-05-16,2242.0,2541.0,6,15,24,0
2020-05-17,1089.0,1128.0,8,"15,5",23,0
2020-05-18,1273.0,1334.0,11,18,25,0
2020-05-19,1501.0,1663.0,8,17,26,0
2020-05-20,1576.0,1670.0,16,"19,5",23,0
2020-05-21,1229.0,1342.0,15,"20,5",26,0
2020-05-22,1095.0,1199.0,11,"12,5",14,"0,54"
2020-05-23,1363.0,1542.0,16,"19,5",23,"6,95"
2020-05-24,1245.0,1411.0,11,15,19,"0,98"
2020-05-25,1098.0,1106.0,7,12,17,0
2020-05-26,1177.0,1235.0,10,"15,5",21,"0,22"
2020-05-27,1145.0,1254.0,8,"13,5",19,0
2020-05-28,1177.0,1156.0,10,16,22,0
2020-05-29,2042.0,2155.0,7,"16,5",26,0
2020-05-30,2468.0,2635.0,8,14,20,0
2020-05-31,1118.0,1145.0,7,"11,5",16,0
2020-06-01,582.0,605.0,11,"18,5",26,0
2020-06-02,1002.0,1136.0,12,17,22,"3,62"
2020-06-03,909.0,995.0,15,17,19,"2,19"
2020-06-04,880.0,994.0,16,"18,5",21,4
2020-06-05,1788.0,1997.0,16,19,22,"4,15"
2020-06-06,2472.0,2937.0,17,19,21,"2,96"
2020-06-07,1207.0,1277.0,16,"19,5",23,"22,11"
2020-06-08,1318.0,1432.0,14,20,26,0
2020-06-09,1269.0,1424.0,17,22,27,"0,03"
2020-06-10,1891.0,2084.0,18,23,28,"2,46"
2020-06-11,1354.0,1531.0,18,23,28,"0,06"
2020-06-12,2527.0,2804.0,20,"24,5",29,0
2020-06-13,1082.0,1254.0,20,"24,5",29,0
2020-06-14,1089.0,1164.0,14,"17,5",21,0
2020-06-15,1414.0,1563.0,14,"16,5",19,0
2020-06-16,1487.0,1624.0,16,"19,5",23,0
2020-06-17,1544.0,1741.0,16,"19,5",23,0
2020-06-18,1517.0,1590.0,15,"18,5",22,0
2020-06-19,2603.0,2904.0,17,21,25,0
2020-06-20,3099.0,3215.0,13,20,27,0
2020-06-21,1360.0,1494.0,14,"20,5",27,0
2020-06-22,1641.0,1808.0,15,"20,5",26,0
2020-06-23,1541.0,1748.0,15,"21,5",28,0
